"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","03-Nov-21","26-Oct-21","LODHI COURSE MEN NEW - WHITE",70.6,122,20,74,74,"3.1T",NA,2,"1.0T","K213"
"2","2","03-Nov-21","19-Oct-21","LODHI COURSE MEN NEW - WHITE",70.6,122,19.8,104,103,"30.0T",NA,2,"28.0T","K213"
"3","3","23-Sep-21","15-Sep-21","LODHI COURSE MEN NEW - WHITE",70.6,122,19.6,132,122,"47.6T",NA,2,"45.6T","K213"
"4","4*","30-May-21","08-Apr-21","LODHI COURSE MEN NEW - WHITE",70.6,122,20.2,87,87,"15.2T",NA,2,"13.2T","K213"
"5","5*","31-Mar-21","25-Mar-21","LODHI COURSE MEN NEW - WHITE",70.6,122,20.5,91,91,"18.9",NA,2,"16.9","K213"
"6","6","21-Jan-21","20-Jan-21","LODHI COURSE MEN NEW - WHITE",70.6,122,20.4,98,98,"25.4",NA,2,"23.4","K213"
"7","7*","28-Dec-20","18-Dec-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.5,93,93,"20.7T",NA,2,"18.7T","K213"
"8","8","28-Nov-20","20-Nov-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.5,134,125,"50.4T",NA,2,"48.4T","K213"
"9","9*","09-Nov-20","27-Oct-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.5,94,94,"21.7",NA,2,"19.7","K213"
"10","10","15-Oct-20","09-Oct-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.4,132,123,"48.5T",NA,2,"46.5T","K213"
"11","11*","14-May-20","12-Mar-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.4,94,94,"21.7",NA,2,"19.7","K213"
"12","12","20-Mar-20","11-Mar-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.4,95,95,"22.6",NA,2,"20.6","K213"
"13","13","07-Mar-20","05-Mar-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.1,96,96,"23.5",NA,2,"21.5","K213"
"14","14*","29-Feb-20","28-Feb-20","LODHI COURSE MEN NEW - WHITE",70.6,122,20.1,91,91,"18.9",NA,2,"16.9","K213"
"15","15*","29-Feb-20","27-Feb-20","LODHI COURSE MEN NEW - WHITE",70.6,122,19.8,94,94,"21.7",NA,2,"19.7","K213"
"16","16","28-Feb-20","26-Feb-20","LODHI COURSE MEN NEW - WHITE",70.6,122,19.8,94,94,"21.7",NA,2,"19.7","K213"
"17","17","27-Feb-20","21-Feb-20","LODHI COURSE MEN NEW - WHITE",70.6,122,19.5,97,97,"24.5",NA,2,"22.5","K213"
"18","18*","27-Feb-20","20-Feb-20","LODHI COURSE MEN NEW - WHITE",70.6,122,19.6,91,91,"18.9",NA,2,"16.9","K213"
"19","19","27-Feb-20","19-Feb-20","LODHI COURSE MEN NEW - WHITE",70.6,122,19.6,95,95,"22.6",NA,2,"20.6","K213"
"20","20*","21-Feb-20","12-Feb-20","LODHI COURSE MEN NEW - WHITE",70.6,122,19.4,93,93,"20.7",NA,2,"18.7","K213"
