"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","17-May-13","17-May-13","Delhi Golf Course Mens-12 - Blue",72.1,127,14.4,92,92,"17.7T",NA,NA,"17.7T","A148"
"2","2","08-Apr-13","08-Apr-13","Delhi Golf Course Mens-12 - Blue",72.1,127,14.4,99,97,"22.2T",NA,NA,"22.2T","A148"
"3","3","07-Apr-12","07-Apr-12","Delhi Golf Course Mens-12 - Blue",72.1,127,14.4,100,100,"24.8T",NA,NA,"24.8T","A148"
"4","4","02-Apr-12","02-Apr-12","Delhi Golf Course Mens-12 - Blue",72.1,127,14.1,96,96,"21.3T",NA,NA,"21.3T","A148"
"5","5","31-Oct-11","31-Oct-11","Delhi Golf Course Mens-12 - Blue",72.1,127,14.1,92,92,"17.7T",NA,NA,"17.7T","A148"
"6","6","19-Apr-11","19-Apr-11","Delhi Golf Course Mens-12 - Blue",72.1,127,14.1,99,97,"22.2T",NA,NA,"22.2T","A148"
"7","7*","14-Jan-11","14-Jan-11","Delhi Golf Course Mens-12 - Blue",72.1,127,14.2,90,90,"15.9T",NA,NA,"15.9T","A148"
"8","8*","21-Dec-10","21-Dec-10","Delhi  Golf Club  - Blue",72.1,127,14.2,91,91,"16.8T",NA,NA,"16.8T","A148"
"9","9","17-Mar-10","17-Mar-10","Delhi Golf Course Mens-12 - Blue",72.1,127,14.2,94,94,"19.5T",NA,NA,"19.5T","A148"
"10","10","26-Mar-09","18-Mar-09","Delhi  Golf Club  - Blue",72.1,127,14.1,96,96,"21.3T",NA,NA,"21.3T","A148"
"11","11*","19-Sep-08","18-Sep-08","Delhi  Golf Club  - Blue",72.1,127,14.4,88,88,"14.1",NA,NA,"14.1","A148"
"12","12*","19-Sep-08","17-Sep-08","Delhi  Golf Club  - Blue",72.1,127,14.7,87,87,"13.3",NA,NA,"13.3","A148"
"13","13*","17-Sep-08","16-Sep-08","Delhi  Golf Club  - Blue",72.1,127,15.2,87,87,"13.3",NA,NA,"13.3","A148"
"14","14*","08-Sep-08","04-Sep-08","Delhi Golf Club - White",70.6,123,15.2,89,89,"16.9",NA,NA,"16.9","A148"
"15","15*","08-Sep-08","03-Sep-08","Delhi Golf Club - White",70.6,123,15.3,88,88,"16.0",NA,NA,"16.0","A148"
"16","16*","30-Aug-08","28-Aug-08","Delhi Golf Club - White",70.6,123,15.7,84,84,"12.3",NA,NA,"12.3","A148"
"17","17*","30-Aug-08","27-Aug-08","Delhi  Golf Club  - Blue",72.1,127,16,85,85,"11.5",NA,NA,"11.5","A148"
"18","18*","22-Aug-08","21-Aug-08","Delhi  Golf Club  - Blue",72.1,127,16.1,91,91,"16.8",NA,NA,"16.8","A148"
"19","19","22-Aug-08","20-Aug-08","Delhi  Golf Club  - Blue",72.1,127,16,94,94,"19.5",NA,NA,"19.5","A148"
"20","20","18-Aug-08","15-Aug-08","Delhi  Golf Club  - Blue",72.1,127,16,92,92,"17.7",NA,NA,"17.7","A148"
