"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","14-Jan-22","02-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"11.6",86,86,"12.9",NA,NA,"12.9","J186"
"2","2","14-Jan-22","31-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"11.3",132,114,"38.8T",NA,NA,"38.8T","J186"
"3","3","06-Jan-22","26-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"11.1",95,95,"21.2",NA,NA,"21.2","J186"
"4","4*","20-Dec-21","17-Dec-21","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.3",83,83,"9.7",NA,NA,"9.7","J186"
"5","5*","30-May-21","08-Apr-21","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.5",86,86,"12.4T",NA,NA,"12.4T","J186"
"6","6","25-Sep-18","21-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.1",95,95,"20.4T",NA,NA,"20.4T","J186"
"7","7*","19-Sep-18","19-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.1",87,87,"13.3",NA,NA,"13.3","J186"
"8","8*","15-Sep-18","14-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.8",87,87,"13.3",NA,NA,"13.3","J186"
"9","9","27-Mar-18","24-Mar-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.8",93,93,"18.6",NA,NA,"18.6","J186"
"10","10*","25-Feb-18","22-Feb-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.6",86,86,"12.4",NA,NA,"12.4","J186"
"11","11*","17-Feb-18","16-Feb-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.9",84,84,"10.6T",NA,NA,"10.6T","J186"
"12","12*","17-Feb-18","14-Feb-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.0",84,84,"10.6",NA,NA,"10.6","J186"
"13","13","10-Feb-18","08-Feb-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.0",131,113,"36.4T",NA,NA,"36.4T","J186"
"14","14","26-Apr-17","25-Apr-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.6",98,98,"23.0",NA,NA,"23.0","J186"
"15","15","23-Apr-17","20-Apr-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.6",87,87,"13.3T",NA,NA,"13.3T","J186"
"16","16","26-Apr-17","19-Apr-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",98,98,"23.0",NA,NA,"23.0","J186"
"17","17","08-Apr-17","07-Apr-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",88,88,"14.1",NA,NA,"14.1","J186"
"18","18*","28-Mar-17","28-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",85,85,"11.5",NA,NA,"11.5","J186"
"19","19","22-Mar-17","22-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",100,100,"24.8",NA,NA,"24.8","J186"
"20","20*","28-Mar-17","17-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",84,84,"10.6",NA,NA,"10.6","J186"
