"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","01-Sep-22","27-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.3,75,75,"1.8",NA,NA,"1.8","SL008"
"2","2*","30-Aug-22","20-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.9,76,76,"2.6",NA,NA,"2.6","SL008"
"3","3","13-Aug-22","11-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.9,88,88,"12.8",NA,NA,"12.8","SL008"
"4","4*","12-Aug-22","06-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.3,76,76,"3.6",NA,NA,"3.6","SL008"
"5","5*","16-Jul-22","09-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.4,79,79,"6.4",NA,NA,"6.4","SL008"
"6","6","30-Jun-22","18-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.3,85,85,"11.9",NA,NA,"11.9","SL008"
"7","7","30-May-22","28-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.3,82,82,"9.2",NA,NA,"9.2","SL008"
"8","8*","22-Apr-22","15-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.6,78,78,"5.5T",NA,NA,"5.5T","SL008"
"9","9*","05-Jan-22","24-Dec-21","LODHI COURSE MENS NEW - BLACK",73.5,130,7.7,80,80,"5.7",NA,NA,"5.7","SL008"
"10","10","21-Dec-21","18-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.7,82,82,"9.2",NA,NA,"9.2","SL008"
"11","11","03-Nov-21","29-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.7,84,84,"11.0T",NA,NA,"11.0T","SL008"
"12","12*","03-Nov-21","24-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.7,81,81,"8.2T",NA,NA,"8.2T","SL008"
"13","13*","02-Nov-21","22-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.7,86,81,"8.2T",NA,NA,"8.2T","SL008"
"14","14*","03-Nov-21","17-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.7,81,81,"8.2T",NA,NA,"8.2T","SL008"
"15","15","24-Aug-21","14-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.8,81,81,"8.2T",NA,NA,"8.2T","SL008"
"16","16*","09-Mar-21","27-Feb-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.8,80,80,"7.3T",NA,NA,"7.3T","SL008"
"17","17","14-Jul-20","11-Jul-20","LODHI COURSE MEN NEW - BLUE",72.1,122,7.9,81,81,"8.2",NA,NA,"8.2","SL008"
"18","18","03-Jun-20","22-May-20","LODHI COURSE MEN NEW - BLUE",72.1,122,7.9,81,81,"8.2",NA,NA,"8.2","SL008"
"19","19","29-Feb-20","28-Feb-20","LODHI COURSE MEN NEW - BLUE",72.1,122,7.9,88,88,"14.7",NA,NA,"14.7","SL008"
"20","20","17-Feb-20","08-Feb-20","LODHI COURSE MEN NEW - BLUE",72.1,122,7.8,83,83,"10.1",NA,NA,"10.1","SL008"
