"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","26-Sep-22","20-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,11,91,91,"15.4",NA,NA,"15.4","K767"
"2","2","23-Sep-22","18-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,11,92,92,"16.2",NA,NA,"16.2","K767"
"3","3*","20-Sep-22","16-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,10.9,86,86,"11.1T",NA,NA,"11.1T","K767"
"4","4","14-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,10.9,162,126,"45.1T",NA,NA,"45.1T","K767"
"5","5","01-Sep-22","28-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,10.3,103,95,"18.8T",NA,NA,"18.8T","K767"
"6","6*","13-Aug-22","09-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,10.8,84,84,"9.4",NA,NA,"9.4","K767"
"7","7","26-Jul-22","23-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.7,126,108,"33.3T",NA,NA,"33.3T","K767"
"8","8*","29-Jun-22","24-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.8,84,84,"11.0",NA,NA,"11.0","K767"
"9","9*","22-May-22","15-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.5,84,84,"11.0",NA,NA,"11.0","K767"
"10","10","02-Apr-22","28-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.5,124,106,"31.4T",NA,NA,"31.4T","K767"
"11","11","11-Mar-22","06-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.5,89,89,"15.7",NA,NA,"15.7","K767"
"12","12*","28-Feb-22","27-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.4,87,87,"13.8",NA,NA,"13.8","K767"
"13","13*","15-Feb-22","13-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10,84,84,"11.0",NA,NA,"11.0","K767"
"14","14*","28-Jan-22","28-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.2,84,84,"11.0",NA,NA,"11.0","K767"
"15","15","13-Oct-21","10-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.9,88,88,"14.7",NA,NA,"14.7","K767"
"16","16*","03-Oct-21","26-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.9,82,82,"9.2T",NA,NA,"9.2T","K767"
"17","17*","26-Aug-21","14-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.6,86,86,"12.9T",NA,NA,"12.9T","K767"
"18","18","29-Jul-21","25-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.4,90,90,"16.6T",NA,NA,"16.6T","K767"
"19","19*","16-Apr-21","11-Apr-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.3,83,83,"10.1",NA,NA,"10.1","K767"
"20","20","10-Mar-21","28-Feb-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9,88,88,"14.7T",NA,NA,"14.7T","K767"
