"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","21-Sep-22","15-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,125,109,"30.7T",NA,NA,"30.7T","TC711"
"2","2","14-Sep-22","10-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.6,111,103,"25.6T",NA,NA,"25.6T","TC711"
"3","3","01-Sep-22","27-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.4,102,94,"17.9T",NA,NA,"17.9T","TC711"
"4","4*","30-Aug-22","20-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,84,84,"9.4",NA,NA,"9.4","TC711"
"5","5*","30-Aug-22","19-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.8,86,86,"11.1",NA,NA,"11.1","TC711"
"6","6*","13-Aug-22","13-Aug-22","LODHI COURSE MEN NEW - WHITE",71.4,129,14.3,87,87,"13.7",NA,NA,"13.7","TC711"
"7","7","13-Aug-22","07-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.3,94,94,"20.3",NA,NA,"20.3","TC711"
"8","8*","12-Aug-22","06-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.5,86,86,"12.9",NA,NA,"12.9","TC711"
"9","9*","19-Jul-22","16-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.2,91,91,"17.5",NA,NA,"17.5","TC711"
"10","10","16-Jul-22","10-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.8,94,94,"20.3",NA,NA,"20.3","TC711"
"11","11","12-Jul-22","09-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,92,92,"18.4",NA,NA,"18.4","TC711"
"12","12*","30-Jun-22","26-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.8,83,83,"10.1T",NA,NA,"10.1T","TC711"
"13","13*","18-Jun-22","18-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.8,87,87,"13.8",NA,NA,"13.8","TC711"
"14","14*","16-Jun-22","11-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.5,86,86,"12.9",NA,NA,"12.9","TC711"
"15","15","13-Jun-22","04-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.9,92,92,"18.4",NA,NA,"18.4","TC711"
"16","16*","10-Jun-22","04-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.9,91,91,"17.5",NA,NA,"17.5","TC711"
"17","17","31-May-22","28-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,110,102,"27.7T",NA,NA,"27.7T","TC711"
"18","18","22-May-22","15-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,92,92,"18.4",NA,NA,"18.4","TC711"
"19","19","22-May-22","08-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.1,94,94,"20.3",NA,NA,"20.3","TC711"
"20","20*","26-Apr-22","23-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,87,87,"13.8",NA,NA,"13.8","TC711"
