"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","23-Sep-22","17-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,8.5,84,84,"9.4",NA,NA,"9.4","SP1253"
"2","2*","21-Sep-22","15-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,8.7,82,82,"7.7T",NA,NA,"7.7T","SP1253"
"3","3","16-Aug-22","15-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,8.7,85,85,"10.3",NA,NA,"10.3","SP1253"
"4","4","13-Aug-22","12-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,8.6,86,86,"11.1",NA,NA,"11.1","SP1253"
"5","5","13-Aug-22","11-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,8.5,86,86,"11.1",NA,NA,"11.1","SP1253"
"6","6*","13-Aug-22","09-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,8.6,84,84,"9.4",NA,NA,"9.4","SP1253"
"7","7","14-Jul-22","14-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,8.5,84,84,"11.0",NA,NA,"11.0","SP1253"
"8","8","16-Jul-22","12-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,8.5,84,84,"11.0",NA,NA,"11.0","SP1253"
"9","9","01-Jul-22","26-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,8.2,89,89,"15.7T",NA,NA,"15.7T","SP1253"
"10","10*","10-Jun-22","04-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.8,83,83,"10.1",NA,NA,"10.1","SP1253"
"11","11","31-May-22","28-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.8,84,84,"11.0T",NA,NA,"11.0T","SP1253"
"12","12","30-May-22","27-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.6,86,86,"12.9",NA,NA,"12.9","SP1253"
"13","13*","26-May-22","25-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.7,81,81,"8.2",NA,NA,"8.2","SP1253"
"14","14","21-May-22","21-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.6,88,88,"14.7",NA,NA,"14.7","SP1253"
"15","15*","28-Apr-22","26-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.6,80,80,"7.3",NA,NA,"7.3","SP1253"
"16","16*","25-Apr-22","16-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.5,80,80,"7.3",NA,NA,"7.3","SP1253"
"17","17","22-Apr-22","16-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,7.4,84,84,"11.0T",NA,NA,"11.0T","SP1253"
"18","18*","11-Dec-21","09-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.4,83,83,"10.1",NA,NA,"10.1","SP1253"
"19","19*","27-Oct-21","20-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.3,82,82,"9.2",NA,NA,"9.2","SP1253"
"20","20*","03-Oct-21","29-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,7.3,83,83,"10.1",NA,NA,"10.1","SP1253"
