"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","08-May-12","08-May-12","Delhi Golf Course Mens-12 - Blue",72.1,127,0,76,76,"3.5",NA,NA,"3.5","D311"
"2","2*","20-Oct-11","06-May-11","Brookside Golf Club - Back",72.9,130,0.4,72,72,"-0.8",NA,NA,"-0.8","D311"
"3","3*","20-Oct-11","03-Mar-11","Brookside Golf Club - Back",72.9,130,0.8,72,72,"-0.8",NA,NA,"-0.8","D311"
"4","4*","20-Oct-11","20-Feb-11","Brookside Golf Club - Back",72.9,130,0.9,73,73,"0.1",NA,NA,"0.1","D311"
"5","5*","20-Oct-11","16-Jan-11","Brookside Golf Club - Back",72.9,130,1.3,72,72,"-0.8",NA,NA,"-0.8","D311"
"6","6*","20-Oct-11","08-Jan-11","Brookside Golf Club - Back",72.9,130,1.6,74,74,"1.0",NA,NA,"1.0","D311"
"7","7","21-Jan-09","18-Jan-09","Delhi  Golf Club  - Blue",72.1,127,1.6,78,78,"5.2",NA,NA,"5.2","D311"
"8","8","27-Oct-08","25-Oct-08","Delhi  Golf Club  - Blue",72.1,127,1.6,77,77,"4.4",NA,NA,"4.4","D311"
"9","9*","22-Sep-08","21-Sep-08","Delhi  Golf Club  - Blue",72.1,127,1.4,74,74,"1.7",NA,NA,"1.7","D311"
"10","10*","19-Feb-08","12-Feb-08","Delhi  Golf Club  - Blue",72.1,127,1.2,74,74,"1.7",NA,NA,"1.7","D311"
"11","11","20-Jan-08","20-Jan-08","Delhi  Golf Club  - Blue",72.1,127,1.2,79,79,"6.1",NA,NA,"6.1","D311"
"12","12","20-Jan-08","19-Jan-08","Delhi  Golf Club  - Blue",72.1,127,1.1,76,76,"3.5",NA,NA,"3.5","D311"
"13","13","22-Dec-07","18-Dec-07","Delhi  Golf Club  - Blue",72.1,127,1.1,78,78,"5.2",NA,NA,"5.2","D311"
"14","14","06-Dec-07","05-Dec-07","Delhi  Golf Club  - Blue",72.1,127,1.1,76,76,"3.5",NA,NA,"3.5","D311"
"15","15*","03-Dec-07","01-Dec-07","Delhi  Golf Club  - Blue",72.1,127,1.4,71,71,"-1.0",NA,NA,"-1.0","D311"
"16","16","26-Nov-07","22-Nov-07","Delhi  Golf Club  - Blue",72.1,127,1.3,78,76,"3.5",NA,NA,"3.5","D311"
"17","17","29-Oct-07","23-Oct-07","Delhi  Golf Club  - Blue",72.1,127,1.1,85,84,"10.6T",NA,NA,"10.6T","D311"
"18","18*","22-Oct-07","17-Oct-07","Delhi  Golf Club  - Blue",72.1,127,1,74,74,"1.7",NA,NA,"1.7","D311"
"19","19","11-Apr-07","10-Apr-07","Delhi  Golf Club  - Blue",72.1,127,0.8,76,76,"3.5",NA,NA,"3.5","D311"
"20","20*","31-Mar-07","29-Mar-07","Delhi  Golf Club  - Blue",72.1,127,1.2,70,70,"-1.9",NA,NA,"-1.9","D311"
