"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","14-Nov-09","14-Nov-09","Delhi Golf Course Mens-12 - White",70.6,123,"11.3",89,88,"16.0T",NA,NA,"16.0T","P029"
"2","2","23-Mar-07","18-Mar-07","Delhi Golf Club - White",70.6,123,"10.9",111,110,"36.2T",NA,NA,"36.2T","P029"
"3","3*","30-Mar-06","16-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"11.6",83,83,"9.7",NA,NA,"9.7","P029"
"4","4","31-Mar-06","12-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"11.2",96,96,"21.3",NA,NA,"21.3","P029"
"5","5*","30-Mar-06","04-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"11.2",87,87,"13.3",NA,NA,"13.3","P029"
"6","6*","01-Apr-06","02-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"11.2",85,85,"11.5",NA,NA,"11.5","P029"
"7","7","30-Mar-06","01-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"11.2",89,89,"15.0",NA,NA,"15.0","P029"
"8","8","30-Mar-06","28-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"10.6",91,91,"16.8",NA,NA,"16.8","P029"
"9","9*","01-Apr-06","26-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"10.6",86,86,"12.4",NA,NA,"12.4","P029"
"10","10","31-Mar-06","25-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"10.6",90,90,"15.9",NA,NA,"15.9","P029"
"11","11*","27-Feb-06","22-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"10.6",84,84,"10.6",NA,NA,"10.6","P029"
"12","12","25-Feb-06","21-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",88,88,"14.1",NA,NA,"14.1","P029"
"13","13*","22-Feb-06","19-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",84,84,"10.6",NA,NA,"10.6","P029"
"14","14","27-Feb-06","18-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",91,91,"16.8",NA,NA,"16.8","P029"
"15","15","23-Feb-06","01-Feb-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",90,90,"15.9",NA,NA,"15.9","P029"
"16","16","31-Mar-06","31-Jan-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",90,90,"15.9",NA,NA,"15.9","P029"
