"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","23-Sep-22","18-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.7,85,85,"10.3",NA,NA,"10.3","G240"
"2","2","14-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.7,103,95,"18.8T",NA,NA,"18.8T","G240"
"3","3*","07-Sep-22","03-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,90,90,"14.5",NA,NA,"14.5","G240"
"4","4*","16-Aug-22","15-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.8,85,85,"10.3",NA,NA,"10.3","G240"
"5","5","01-Jul-22","26-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,107,99,"24.9T",NA,NA,"24.9T","G240"
"6","6","30-Jun-22","19-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,89,89,"15.7",NA,NA,"15.7","G240"
"7","7","31-May-22","28-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,109,99,"24.9T",NA,NA,"24.9T","G240"
"8","8","28-Apr-22","24-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,90,90,"16.6",NA,NA,"16.6","G240"
"9","9*","27-Feb-22","26-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,87,87,"13.8",NA,NA,"13.8","G240"
"10","10*","14-Feb-22","13-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,88,88,"14.7",NA,NA,"14.7","G240"
"11","11*","31-Jan-22","29-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.7,87,87,"13.8",NA,NA,"13.8","G240"
"12","12*","27-Jan-22","26-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.9,87,87,"13.8",NA,NA,"13.8","G240"
"13","13","17-Jan-22","12-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.7,92,92,"18.4",NA,NA,"18.4","G240"
"14","14","14-Jan-22","31-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,90,90,"16.6T",NA,NA,"16.6T","G240"
"15","15","05-Jan-22","25-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.9,91,91,"17.5",NA,NA,"17.5","G240"
"16","16","23-Dec-21","19-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.7,89,89,"15.7",NA,NA,"15.7","G240"
"17","17*","13-Dec-21","11-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.5,88,88,"14.7",NA,NA,"14.7","G240"
"18","18","25-Aug-21","15-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,89,89,"15.7T",NA,NA,"15.7T","G240"
"19","19*","09-Jul-21","09-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.2,87,87,"13.8",NA,NA,"13.8","G240"
"20","20*","22-Mar-21","20-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.2,87,87,"13.8",NA,NA,"13.8","G240"
