"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","02-Oct-21","26-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"8.2",91,91,17.5,NA,NA,17.5,"R210"
"2","2","22-Mar-21","21-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"7.8",85,85,11.9,NA,NA,11.9,"R210"
"3","3*","26-Mar-19","24-Mar-19","Delhi Golf Course Mens-12 - Blue",72.1,127,"7.7",82,82,8.8,NA,NA,8.8,"R210"
"4","4*","02-Feb-19","13-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,"7.6",82,82,8.8,NA,NA,8.8,"R210"
"5","5*","06-Jan-19","06-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,"7.5",81,81,7.9,NA,NA,7.9,"R210"
"6","6*","28-Dec-18","25-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"7.6",84,84,10.6,NA,NA,10.6,"R210"
"7","7","10-Sep-18","09-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"6.9",85,85,11.5,NA,NA,11.5,"R210"
"8","8*","06-Dec-17","03-Dec-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.2",73,73,0.8,NA,1,-0.1,"R210"
"9","9*","22-Nov-17","19-Nov-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.3",83,83,9.7,NA,1,8.7,"R210"
"10","10*","09-May-17","07-May-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.0",85,85,11.5,NA,1,10.5,"R210"
"11","11*","02-Jul-16","01-Jul-16","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.7",82,82,8.8,NA,1,7.8,"R210"
"12","12*","29-Dec-15","29-Dec-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"14.1",82,82,8.8,NA,1,7.8,"R210"
"13","13*","30-Sep-15","26-Sep-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"14.9",86,86,12.4,NA,1,11.4,"R210"
"14","14","14-Sep-15","13-Sep-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"14.9",92,92,17.7,NA,1,16.7,"R210"
"15","15","08-Sep-15","06-Sep-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"15.8",88,88,14.1,NA,1,13.1,"R210"
"16","16","04-Aug-15","02-Aug-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"23.9",91,91,16.8,NA,2,14.8,"R210"
"17","17","31-Jul-15","30-Jul-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",101,101,25.7,NA,2,23.7,"R210"
"18","18","30-Jul-15","29-Jul-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",100,100,24.8,NA,2,22.8,"R210"
"19","19","30-Jul-15","29-Jul-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",101,101,25.7,NA,2,23.7,"R210"
"20","20","04-May-15","04-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",103,103,27.5,NA,2,25.5,"R210"
