"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","26-Sep-22","24-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,97,97,"20.5",NA,NA,"20.5","A171"
"2","2","26-Apr-22","20-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.2,91,91,"17.5",NA,NA,"17.5","A171"
"3","3","25-Apr-22","17-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.2,92,92,"18.4",NA,NA,"18.4","A171"
"4","4","22-Apr-22","16-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.2,92,92,"18.4T",NA,NA,"18.4T","A171"
"5","5","11-Mar-22","05-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.2,94,94,"20.3",NA,NA,"20.3","A171"
"6","6","09-Mar-22","01-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.2,91,91,"17.5",NA,NA,"17.5","A171"
"7","7","14-Feb-22","12-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.9,93,93,"19.4",NA,NA,"19.4","A171"
"8","8*","06-Jan-22","26-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.1,86,86,"12.9",NA,NA,"12.9","A171"
"9","9*","20-Dec-21","15-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.2,85,85,"11.9",NA,NA,"11.9","A171"
"10","10*","11-Dec-21","08-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.1,88,88,"14.7",NA,NA,"14.7","A171"
"11","11*","08-Dec-21","02-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,85,85,"11.9",NA,NA,"11.9","A171"
"12","12*","29-Nov-21","28-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,87,87,"13.8",NA,NA,"13.8","A171"
"13","13*","29-Nov-21","27-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,87,87,"13.8",NA,NA,"13.8","A171"
"14","14","23-Nov-21","20-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,90,90,"16.6",NA,NA,"16.6","A171"
"15","15*","23-Nov-21","19-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,87,87,"13.8",NA,NA,"13.8","A171"
"16","16*","22-Nov-21","18-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,87,87,"13.8",NA,NA,"13.8","A171"
"17","17","17-Nov-21","16-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.7,88,88,"14.7",NA,NA,"14.7","A171"
"18","18*","17-Nov-21","14-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14,86,86,"12.9",NA,NA,"12.9","A171"
"19","19*","16-Nov-21","13-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14,86,86,"12.9",NA,NA,"12.9","A171"
"20","20","16-Nov-21","07-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.7,88,88,"14.7",NA,NA,"14.7","A171"
