"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","24-Dec-18","18-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,12.3,79,79,6.1,NA,NA,6.1,"T136"
"2","2","31-Dec-17","30-Dec-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.2,96,96,21.3,NA,NA,21.3,"T136"
"3","3*","30-Dec-17","28-Dec-17","Delhi Golf Course Mens-12 - Blue",72.1,127,11.8,87,87,13.3,NA,NA,13.3,"T136"
"4","4","30-Dec-17","09-Dec-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.8,94,94,21,NA,NA,21,"T136"
"5","5","30-Dec-17","11-Nov-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.8,90,90,17.6,NA,NA,17.6,"T136"
"6","6*","30-Dec-17","22-Oct-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.9,83,83,11.5,NA,NA,11.5,"T136"
"7","7","30-Dec-17","14-Oct-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.9,86,86,14.1,NA,NA,14.1,"T136"
"8","8*","30-Dec-17","08-Oct-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.9,85,85,13.2,NA,NA,13.2,"T136"
"9","9*","30-Dec-17","30-Sep-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,12,85,85,13.2,NA,NA,13.2,"T136"
"10","10*","30-Dec-17","16-Sep-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,12.1,85,85,13.2,NA,NA,13.2,"T136"
"11","11","30-Dec-17","08-Sep-17","SUNGAI LONG GOLF CTRY CLB - White",69.3,113,12.1,87,87,17.7,NA,NA,17.7,"T136"
"12","12*","30-Dec-17","02-Sep-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,12.3,84,84,12.3,NA,NA,12.3,"T136"
"13","13*","30-Dec-17","27-Aug-17","Palm Garden Golf Club - Black",71.6,131,11.8,86,86,12.4,NA,NA,12.4,"T136"
"14","14","30-Dec-17","25-Aug-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.6,86,86,14.1,NA,NA,14.1,"T136"
"15","15","30-Dec-17","19-Aug-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.6,88,88,15.8,NA,NA,15.8,"T136"
"16","16","30-Dec-17","13-Aug-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.4,86,86,14.1,NA,NA,14.1,"T136"
"17","17","30-Dec-17","04-Aug-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.4,96,96,22.8,NA,NA,22.8,"T136"
"18","18*","30-Dec-17","26-Jun-17","EAST COURSE KUALA LUMPUR - BLACK",72.6,137,11.3,87,87,11.9,NA,NA,11.9,"T136"
"19","19*","30-Dec-17","25-Jun-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.4,82,82,10.6,NA,NA,10.6,"T136"
"20","20","30-Dec-17","10-Jun-17","TEMPLER PARK COUNTRY CLUB - White",69.8,130,11.1,86,86,14.1,NA,NA,14.1,"T136"
