"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","15-Sep-22","09-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,1.5,78,78,"4.3T",NA,NA,"4.3T","SD1105"
"2","2*","06-Aug-22","02-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,76,76,"3.6",NA,NA,"3.6","SD1105"
"3","3","29-Jul-22","28-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,81,81,"8.2",NA,NA,"8.2","SD1105"
"4","4","29-Jul-22","27-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,79,79,"6.4",NA,NA,"6.4","SD1105"
"5","5","28-Jul-22","26-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,79,79,"6.4",NA,NA,"6.4","SD1105"
"6","6","27-Jul-22","22-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,79,79,"6.4T",NA,NA,"6.4T","SD1105"
"7","7*","19-Jul-22","16-Jul-22","LODHI COURSE MENS NEW - BLACK",73.5,130,1.8,74,74,"0.4",NA,NA,"0.4","SD1105"
"8","8*","19-Jul-22","12-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.7,76,76,"3.6",NA,NA,"3.6","SD1105"
"9","9*","18-Jul-22","29-May-22","LODHI COURSE MENS NEW - BLACK",73.5,130,1.8,76,76,"2.2",NA,NA,"2.2","SD1105"
"10","10*","22-Apr-22","14-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,2.2,72,72,"-0.1T",NA,NA,"-0.1T","SD1105"
"11","11","11-Apr-22","07-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,2.2,78,78,"5.5",NA,NA,"5.5","SD1105"
"12","12*","11-Mar-22","04-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,2.1,75,75,"2.7",NA,NA,"2.7","SD1105"
"13","13*","09-Mar-22","01-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,2,75,75,"2.7",NA,NA,"2.7","SD1105"
"14","14*","25-Feb-22","20-Feb-22","LODHI COURSE MENS NEW - BLACK",73.5,130,2,74,74,"0.4T",NA,NA,"0.4T","SD1105"
"15","15","25-Feb-22","19-Feb-22","LODHI COURSE MENS NEW - BLACK",73.5,130,1.8,78,78,"3.9T",NA,NA,"3.9T","SD1105"
"16","16*","25-Feb-22","18-Feb-22","LODHI COURSE MENS NEW - BLACK",73.5,130,2,74,74,"0.4T",NA,NA,"0.4T","SD1105"
"17","17","12-Feb-22","11-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,2,76,76,"3.6",NA,NA,"3.6","SD1105"
"18","18","11-Feb-22","09-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.9,76,76,"3.6",NA,NA,"3.6","SD1105"
"19","19*","11-Feb-22","02-Feb-22","LODHI COURSE MENS NEW - BLACK",73.5,130,1.6,75,75,"1.3",NA,NA,"1.3","SD1105"
"20","20","27-Jan-22","25-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,77,77,"4.5",NA,NA,"4.5","SD1105"
