"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","29-Jul-22","27-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,3,77,77,"4.5",NA,NA,"4.5","SD1627"
"2","2","27-Jul-22","22-Jul-22","LODHI COURSE MENS NEW - BLACK",73.5,130,3,87,85,"10.0T",NA,NA,"10.0T","SD1627"
"3","3*","19-Feb-22","16-Feb-22","LODHI COURSE MENS NEW - BLACK",73.5,130,3,78,78,"3.9",NA,NA,"3.9","SD1627"
"4","4*","09-Feb-22","02-Feb-22","LODHI COURSE MENS NEW - BLACK",73.5,130,2.9,78,78,"3.9",NA,NA,"3.9","SD1627"
"5","5*","28-Feb-20","26-Feb-20","LODHI COURSE MENS NEW - BLACK",73.3,130,3.2,75,75,"1.5",NA,NA,"1.5","SD1627"
"6","6","27-Feb-20","20-Feb-20","LODHI COURSE MEN NEW - BLUE",72.1,122,3.1,77,77,"4.5",NA,NA,"4.5","SD1627"
"7","7*","26-Feb-20","19-Feb-20","LODHI COURSE MENS NEW - BLACK",73.3,130,3.3,76,76,"2.3",NA,NA,"2.3","SD1627"
"8","8*","04-Feb-20","14-Jan-20","LODHI COURSE MENS NEW - BLACK",73.3,130,3.5,77,77,"3.2",NA,NA,"3.2","SD1627"
"9","9*","02-Feb-19","13-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,3.5,77,77,"4.4",NA,NA,"4.4","SD1627"
"10","10*","02-Feb-19","09-Jan-19","Delhi Golf Course Mens-12 - Black",73.5,130,3.6,76,76,"2.2",NA,NA,"2.2","SD1627"
"11","11","27-Aug-18","25-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,3.6,78,78,"5.2",NA,NA,"5.2","SD1627"
"12","12","19-Aug-18","15-Aug-18","Delhi Golf Course Mens-12 - Black",73.5,130,3.6,120,93,"17.0T",NA,NA,"17.0T","SD1627"
"13","13*","19-Aug-18","14-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,3.7,76,76,"3.5",NA,NA,"3.5","SD1627"
"14","14*","04-Aug-18","02-Aug-18","Delhi Golf Course Mens-12 - Black",73.5,130,3.7,77,77,"3.0",NA,NA,"3.0","SD1627"
"15","15*","31-Mar-18","30-Mar-18","Delhi Golf Course Mens-12 - Blue",72.1,127,3.9,75,75,"2.6",NA,NA,"2.6","SD1627"
"16","16","25-Mar-18","22-Mar-18","Delhi Golf Course Mens-12 - Blue",72.1,127,3.9,94,92,"17.7",NA,NA,"17.7","SD1627"
"17","17","25-Mar-18","20-Mar-18","Delhi Golf Course Mens-12 - Black",73.5,130,3.9,94,92,"16.1",NA,NA,"16.1","SD1627"
"18","18","25-Mar-18","28-Dec-17","Delhi Golf Course Mens-12 - Blue",72.1,127,3.9,94,94,"19.5",NA,NA,"19.5","SD1627"
"19","19","25-Mar-18","22-Dec-17","Delhi Golf Course Mens-12 - Blue",72.1,127,3.9,94,94,"19.5",NA,NA,"19.5","SD1627"
"20","20","25-Mar-18","02-Sep-17","Delhi Golf Course Mens-12 - Blue",72.1,127,3.8,79,79,"6.1",NA,NA,"6.1","SD1627"
