"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","14-Sep-22","10-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,21.4,130,121,"40.9T",NA,NA,"40.9T","S732"
"2","2*","31-Jan-21","30-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,23.4,93,93,"19.4",NA,NA,"19.4","S732"
"3","3*","31-Jan-21","29-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,24.6,102,102,"27.7",NA,NA,"27.7","S732"
"4","4*","30-Dec-20","19-Dec-20","LODHI COURSE MEN NEW - BLUE",72.1,122,26.1,98,98,"24.0T",NA,NA,"24.0T","S732"
"5","5","16-Oct-20","09-Oct-20","LODHI COURSE MEN NEW - BLUE",72.1,122,23.8,128,119,"43.4T",NA,NA,"43.4T","S732"
"6","6*","14-May-20","13-Mar-20","LODHI COURSE MEN NEW - BLUE",72.1,122,28.4,88,88,"14.7T",NA,2,"12.7T","S732"
"7","7","06-Feb-20","24-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,26.2,128,119,"43.4T",NA,2,"41.4T","S732"
"8","8*","02-Dec-19","30-Nov-19","LODHI COURSE MEN NEW - BLUE",72.1,122,25.4,99,99,"24.9T",NA,2,"22.9T","S732"
"9","9","19-Jan-19","19-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,23.5,130,121,"43.5T",NA,2,"41.5T","S732"
"10","10*","28-Nov-18","27-Nov-18","Delhi Golf Course Mens-12 - Blue",72.1,127,23.3,101,101,"25.7",NA,2,"23.7","S732"
"11","11*","13-Nov-18","13-Nov-18","Delhi Golf Course Mens-12 - Blue",72.1,127,23.2,98,98,"23.0",NA,2,"21.0","S732"
"12","12","25-Sep-18","22-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,21.1,128,119,"41.7T",NA,2,"39.7T","S732"
"13","13*","26-Aug-18","25-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,20.4,99,99,"23.9",NA,2,"21.9","S732"
"14","14","19-Aug-18","15-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,20,128,119,"41.7T",NA,2,"39.7T","S732"
"15","15*","17-Jul-18","17-Jul-18","Delhi Golf Course Mens-12 - White",70.6,123,19.5,94,94,"21.5",NA,2,"19.5","S732"
"16","16","14-Jul-18","12-Jul-18","Delhi Golf Course Mens-12 - Blue",72.1,127,19.3,132,123,"45.3T",NA,2,"43.3T","S732"
"17","17*","11-Jul-18","10-Jul-18","Delhi Golf Course Mens-12 - Blue",72.1,127,18.8,99,99,"23.9",NA,2,"21.9","S732"
"18","18","12-Jun-18","09-Jun-18","Delhi Golf Course Mens-12 - Blue",72.1,127,18.8,132,123,"45.3T",NA,2,"43.3T","S732"
"19","19","19-May-18","03-May-18","Delhi Golf Course Mens-12 - Blue",72.1,127,18.8,128,119,"41.7T",NA,2,"39.7T","S732"
"20","20","13-Apr-18","05-Apr-18","Delhi Golf Course Mens-12 - Blue",72.1,127,18.6,131,122,"44.4T",NA,2,"42.4T","S732"
