"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","23-Sep-22","18-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.7,85,85,"10.3",NA,NA,"10.3","K471"
"2","2","21-Sep-22","15-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.7,115,107,"29.0T",NA,NA,"29.0T","K471"
"3","3","16-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.6,92,92,"16.2",NA,NA,"16.2","K471"
"4","4","01-Sep-22","28-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.5,95,95,"18.8T",NA,NA,"18.8T","K471"
"5","5*","31-Aug-22","25-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.4,90,90,"14.5",NA,NA,"14.5","K471"
"6","6","02-Sep-22","14-Aug-22","JAYPEE GREENS G. NOIDA - Blue",71,127,13.3,96,94,"20.5",NA,NA,"20.5","K471"
"7","7*","28-Jul-22","21-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,86,86,"12.9",NA,NA,"12.9","K471"
"8","8*","19-Jul-22","13-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.7,85,85,"11.9",NA,NA,"11.9","K471"
"9","9*","12-Jul-22","25-Jun-22","SIAM COUNTRY CLUB - Blue",72,113,13.8,86,86,"14.0",NA,NA,"14.0","K471"
"10","10","12-Jul-22","24-Jun-22","THAI COUNTRY CLUB - Blue",71.6,127,13.8,91,91,"17.3",NA,NA,"17.3","K471"
"11","11*","12-Jul-22","23-Jun-22","ALPINE GOLF CLB BANGKOK - Blue",72.5,142,13.4,91,91,"14.7",NA,NA,"14.7","K471"
"12","12*","16-Jun-22","12-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,87,87,"13.8",NA,NA,"13.8","K471"
"13","13","31-May-22","29-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,89,88,"14.7T",NA,NA,"14.7T","K471"
"14","14","19-May-22","01-May-22","JAYPEE GREENS G. NOIDA - Blue",71,127,13.5,92,92,"18.7",NA,NA,"18.7","K471"
"15","15*","22-Apr-22","15-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,87,87,"13.8T",NA,NA,"13.8T","K471"
"16","16*","26-Feb-22","24-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.7,86,86,"12.9",NA,NA,"12.9","K471"
"17","17","19-Feb-22","17-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.8,88,88,"14.7",NA,NA,"14.7","K471"
"18","18","10-Feb-22","06-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.9,89,89,"15.7",NA,NA,"15.7","K471"
"19","19*","31-Jan-22","30-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.6,87,87,"13.8",NA,NA,"13.8","K471"
"20","20","31-Jan-22","26-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.6,94,94,"20.3",NA,NA,"20.3","K471"
