"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","14-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.3,108,100,"23.0T",NA,NA,"23.0T","J194"
"2","2","01-Sep-22","28-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.2,119,109,"30.7T",NA,NA,"30.7T","J194"
"3","3","01-Jul-22","26-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.1,133,115,"39.7T",NA,NA,"39.7T","J194"
"4","4","10-Jun-22","05-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,11.9,91,91,"17.5",NA,NA,"17.5","J194"
"5","5","31-May-22","29-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,11.9,113,105,"30.5T",NA,NA,"30.5T","J194"
"6","6","22-Apr-22","16-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,11.8,104,96,"22.1T",NA,NA,"22.1T","J194"
"7","7","03-Oct-21","26-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,11.8,105,97,"23.1T",NA,NA,"23.1T","J194"
"8","8","24-Aug-21","14-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,11.8,111,105,"30.5T",NA,NA,"30.5T","J194"
"9","9","15-Mar-21","06-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,11.6,90,90,"16.6",NA,NA,"16.6","J194"
"10","10*","18-Jan-21","17-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,86,86,"12.9",NA,NA,"12.9","J194"
"11","11*","16-Dec-20","13-Dec-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,85,85,"11.9",NA,NA,"11.9","J194"
"12","12*","11-Dec-20","06-Dec-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,86,86,"12.9",NA,NA,"12.9","J194"
"13","13*","11-Dec-20","05-Dec-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,86,86,"12.9",NA,NA,"12.9","J194"
"14","14*","28-Nov-20","22-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,86,86,"12.9",NA,NA,"12.9","J194"
"15","15","28-Nov-20","15-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,90,90,"16.6",NA,NA,"16.6","J194"
"16","16*","12-Nov-20","08-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,86,86,"12.9",NA,NA,"12.9","J194"
"17","17*","10-Nov-20","04-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,85,85,"11.9",NA,NA,"11.9","J194"
"18","18*","03-Nov-20","31-Oct-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,84,84,"11.0",NA,NA,"11.0","J194"
"19","19*","27-Oct-20","25-Oct-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.6,84,84,"11.0",NA,NA,"11.0","J194"
"20","20*","23-Oct-20","21-Oct-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.6,87,87,"13.8",NA,NA,"13.8","J194"
