"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","26-Sep-22","20-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,16.8,95,95,"18.8",NA,NA,"18.8","B585"
"2","2*","21-Sep-22","15-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,17.2,92,92,"16.2T",NA,NA,"16.2T","B585"
"3","3*","31-Aug-22","30-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,17.5,93,93,"17.1",NA,NA,"17.1","B585"
"4","4","01-Sep-22","28-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,17.5,108,104,"26.4T",NA,NA,"26.4T","B585"
"5","5*","30-Aug-22","18-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,17.6,94,94,"17.9",NA,NA,"17.9","B585"
"6","6*","16-Aug-22","14-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,17.8,92,92,"16.2",NA,NA,"16.2","B585"
"7","7*","13-Aug-22","11-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,18.3,88,88,"12.8",NA,NA,"12.8","B585"
"8","8*","13-Aug-22","09-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,18.3,93,93,"17.1",NA,NA,"17.1","B585"
"9","9*","06-Aug-22","02-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,18.4,92,92,"18.4",NA,NA,"18.4","B585"
"10","10","27-Jul-22","23-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,18.4,111,107,"32.3T",NA,NA,"32.3T","B585"
"11","11","20-Jul-22","19-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,18.5,94,94,"20.3",NA,NA,"20.3","B585"
"12","12*","16-Jul-22","07-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,18.5,93,93,"19.4",NA,NA,"19.4","B585"
"13","13","14-Jul-22","03-Jul-22","LODHI COURSE MEN NEW - WHITE",70.6,122,18.5,100,100,"27.2",NA,NA,"27.2","B585"
"14","14","01-Jul-22","25-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,18.4,108,104,"29.5T",NA,NA,"29.5T","B585"
"15","15","30-Jun-22","21-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,18.1,96,96,"22.1",NA,NA,"22.1","B585"
"16","16","18-Jun-22","18-Jun-22","LODHI COURSE MEN NEW - WHITE",70.6,122,17.7,100,100,"27.2",NA,NA,"27.2","B585"
"17","17","18-Jun-22","16-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,17.7,95,95,"21.2",NA,NA,"21.2","B585"
"18","18","16-Jun-22","14-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,17.1,97,97,"23.1",NA,NA,"23.1","B585"
"19","19*","11-Jun-22","11-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,17.4,88,88,"14.7",NA,NA,"14.7","B585"
"20","20","11-Jun-22","09-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,17.1,101,100,"25.8",NA,NA,"25.8","B585"
