"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","14-Feb-22","12-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"13.9",86,86,"12.9",NA,NA,"12.9","S980S"
"2","2","27-Nov-20","21-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"13.7",88,88,"14.7T",NA,NA,"14.7T","S980S"
"3","3*","09-Nov-20","01-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"14.1",87,87,"13.8T",NA,NA,"13.8T","S980S"
"4","4","26-Nov-18","25-Nov-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"13.7",94,94,"19.5",NA,NA,"19.5","S980S"
"5","5","30-Sep-18","29-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"13.7",89,89,"15.0",NA,NA,"15.0","S980S"
"6","6*","19-Aug-18","15-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"14.1",87,87,"13.3T",NA,NA,"13.3T","S980S"
"7","7","29-Apr-18","28-Apr-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"14.1",97,97,"22.2",NA,NA,"22.2","S980S"
"8","8","14-Apr-18","07-Apr-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",91,91,"16.8T",NA,NA,"16.8T","S980S"
"9","9*","23-Sep-17","16-Sep-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",88,88,"14.1T",NA,NA,"14.1T","S980S"
"10","10","28-May-17","27-May-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",92,92,"17.7",NA,NA,"17.7","S980S"
"11","11","07-Apr-17","04-Apr-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",89,89,"15.0",NA,NA,"15.0","S980S"
"12","12","20-Feb-17","19-Feb-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",90,90,"15.9",NA,NA,"15.9","S980S"
