"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","03-Feb-20","05-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.3",85,85,11.9,NA,NA,11.9,"S640"
"2","2","04-Jan-20","02-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.3",87,87,13.8,NA,NA,13.8,"S640"
"3","3*","04-Jan-20","01-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.1",84,84,11,NA,NA,11,"S640"
"4","4","03-Mar-12","03-Mar-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"9.0",87,87,13.3,NA,NA,13.3,"S640"
"5","5","02-Mar-12","02-Mar-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.9",89,89,15,NA,NA,15,"S640"
"6","6","29-Feb-12","29-Feb-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.7",86,86,12.4,NA,NA,12.4,"S640"
"7","7","28-Feb-12","28-Feb-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.7",88,88,14.1,NA,NA,14.1,"S640"
"8","8","28-Feb-11","26-Feb-11","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.6",86,86,12.4,NA,NA,12.4,"S640"
"9","9","25-Feb-11","23-Feb-11","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.6",87,87,13.3,NA,NA,13.3,"S640"
"10","10*","25-Feb-11","22-Feb-11","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.3",83,83,9.7,NA,NA,9.7,"S640"
"11","11","21-Feb-11","20-Feb-11","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.3",88,88,14.1,NA,NA,14.1,"S640"
"12","12*","20-Dec-06","20-Dec-06","Delhi  Golf Club  - Blue",72.1,127,"8.1",82,82,8.8,NA,NA,8.8,"S640"
"13","13*","13-Dec-06","13-Dec-06","Delhi Golf Club - White",70.6,123,"8.2",81,81,9.6,NA,NA,9.6,"S640"
"14","14*","16-Nov-05","15-Nov-05","Delhi  Golf Club  - Blue",72.1,127,"9.2",79,79,6.1,NA,NA,6.1,"S640"
"15","15*","22-Nov-05","14-Nov-05","Delhi  Golf Club  - Blue",72.1,127,"9.2",83,83,9.7,NA,NA,9.7,"S640"
"16","16*","24-Nov-05","08-Nov-05","Delhi  Golf Club  - Blue",72.1,127,"8.8",83,83,9.7,NA,NA,9.7,"S640"
"17","17*","03-May-04","23-Apr-04","Delhi  Golf Club  - Blue",72.1,127,"8.8",84,84,10.6,NA,NA,10.6,"S640"
"18","18*","03-May-04","21-Apr-04","Delhi  Golf Club  - Blue",72.1,127,"N/A",82,82,8.8,NA,NA,8.8,"S640"
"19","19*","03-May-04","15-Apr-04","Delhi  Golf Club  - Blue",72.1,127,"N/A",83,83,9.7,NA,NA,9.7,"S640"
"20","20","03-May-04","13-Apr-04","Delhi  Golf Club  - Blue",72.1,127,"N/A",85,85,11.5,NA,NA,11.5,"S640"
