"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","23-Feb-19","19-Feb-19","Delhi Golf Course Mens-12 - Blue",72.1,127,6.2,85,85,"11.5",NA,NA,"11.5","SD1382"
"2","2","12-Oct-18","02-Oct-18","Delhi Golf Course Mens-12 - Blue",72.1,127,5.8,104,91,"16.8T",NA,NA,"16.8T","SD1382"
"3","3","02-Feb-16","16-Dec-15","QUTUB GOLF COURSE - BLUE",68,113,5.8,80,80,"12.0",NA,NA,"12.0","SD1382"
"4","4","10-Dec-15","17-Nov-15","Delhi Golf Course Mens-12 - Blue",72.1,127,5.8,85,85,"11.5",NA,NA,"11.5","SD1382"
"5","5*","10-Dec-15","02-Oct-15","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,82,82,"8.8",NA,NA,"8.8","SD1382"
"6","6","03-Oct-15","30-Sep-15","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,85,84,"10.6",NA,NA,"10.6","SD1382"
"7","7*","07-Aug-15","04-Aug-15","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,85,83,"9.7",NA,NA,"9.7","SD1382"
"8","8","05-Jul-15","01-Jul-15","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,85,85,"11.5",NA,NA,"11.5","SD1382"
"9","9*","08-Jun-15","05-Jun-15","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,84,83,"9.7",NA,NA,"9.7","SD1382"
"10","10","14-May-15","14-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,88,88,"14.1",NA,NA,"14.1","SD1382"
"11","11","13-Jun-14","10-Jun-14","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,83,83,"9.7",NA,NA,"9.7","SD1382"
"12","12*","10-Apr-14","10-Apr-14","Delhi Golf Course Mens-12 - Blue",72.1,127,5.9,79,79,"6.1",NA,NA,"6.1","SD1382"
"13","13*","22-Aug-13","22-Aug-13","Delhi Golf Course Mens-12 - Blue",72.1,127,6.1,81,81,"7.9",NA,NA,"7.9","SD1382"
"14","14","25-Jun-12","20-Jun-12","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,88,88,"14.1",NA,NA,"14.1","SD1382"
"15","15*","29-Jul-11","27-Jul-11","Delhi Golf Course Mens-12 - Blue",72.1,127,5.9,78,78,"5.2",NA,NA,"5.2","SD1382"
"16","16","15-Jul-11","15-Jul-11","Delhi Golf Course Mens-12 - Blue",72.1,127,5.9,94,92,"17.7",NA,NA,"17.7","SD1382"
"17","17*","08-Jul-11","08-Jul-11","Delhi Golf Course Mens-12 - Blue",72.1,127,6,82,82,"8.8",NA,NA,"8.8","SD1382"
"18","18*","29-Jun-11","28-Jun-11","Delhi Golf Course Mens-12 - Blue",72.1,127,6.4,75,75,"2.6",NA,NA,"2.6","SD1382"
"19","19*","27-Jun-11","22-Jun-11","Delhi Golf Course Mens-12 - Blue",72.1,127,6.9,78,78,"5.2",NA,NA,"5.2","SD1382"
"20","20*","18-Jun-11","18-Jun-11","Delhi Golf Course Mens-12 - Blue",72.1,127,7.5,77,77,"4.4",NA,NA,"4.4","SD1382"
