"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","07-May-07","06-May-07","Delhi  Golf Club  - Blue",72.1,127,15.2,93,93,18.6,NA,NA,18.6,"C277"
"2","2","27-Apr-06","14-Apr-06","Delhi  Golf Club  - Blue",72.1,127,15.2,96,95,20.4,NA,NA,20.4,"C277"
"3","3","28-Sep-05","18-Sep-05","Delhi  Golf Club  - Blue",72.1,127,15.2,98,98,23,NA,NA,23,"C277"
"4","4","21-Sep-05","17-Sep-05","Delhi  Golf Club  - Blue",72.1,127,15.1,95,95,20.4,NA,NA,20.4,"C277"
"5","5","29-Sep-05","10-Sep-05","Delhi  Golf Club  - Blue",72.1,127,15.1,97,97,22.2,NA,NA,22.2,"C277"
"6","6","04-Sep-05","03-Sep-05","Delhi  Golf Club  - Blue",72.1,127,15.1,96,96,21.3,NA,NA,21.3,"C277"
"7","7*","27-Aug-05","24-Aug-05","Delhi  Golf Club  - Blue",72.1,127,15.1,92,92,17.7,NA,NA,17.7,"C277"
"8","8*","31-Aug-05","15-Aug-05","Delhi  Golf Club  - Blue",72.1,127,15.4,88,88,14.1,NA,NA,14.1,"C277"
"9","9*","31-Aug-05","13-Aug-05","Delhi  Golf Club  - Blue",72.1,127,15.1,91,91,16.8,NA,NA,16.8,"C277"
"10","10*","23-Jul-05","16-Jul-05","Delhi  Golf Club  - Blue",72.1,127,15.1,90,90,15.9,NA,NA,15.9,"C277"
"11","11","02-Jul-05","02-Jul-05","Delhi  Golf Club  - Blue",72.1,127,15,93,93,18.6,NA,NA,18.6,"C277"
"12","12*","23-Jun-05","18-Jun-05","Delhi  Golf Club  - Blue",72.1,127,15.1,90,90,15.9,NA,NA,15.9,"C277"
"13","13*","23-Jun-05","11-Jun-05","Delhi  Golf Club  - Blue",72.1,127,15.2,91,91,16.8,NA,NA,16.8,"C277"
"14","14*","25-May-05","14-May-05","Delhi  Golf Club  - Blue",72.1,127,15.4,88,88,14.1,NA,NA,14.1,"C277"
"15","15*","14-May-05","07-May-05","Delhi  Golf Club  - Blue",72.1,127,15.9,87,87,13.3,NA,NA,13.3,"C277"
"16","16*","26-Apr-05","23-Apr-05","Delhi  Golf Club  - Blue",72.1,127,16.2,88,88,14.1,NA,NA,14.1,"C277"
"17","17","26-Apr-05","22-Apr-05","Delhi  Golf Club  - Blue",72.1,127,16.2,93,93,18.6,NA,NA,18.6,"C277"
"18","18*","26-Apr-05","18-Apr-05","Delhi  Golf Club  - Blue",72.1,127,16.5,88,88,14.1,NA,NA,14.1,"C277"
"19","19","28-Apr-05","16-Apr-05","Delhi  Golf Club  - Blue",72.1,127,16.3,98,98,23,NA,NA,23,"C277"
"20","20","29-Apr-05","14-Apr-05","Delhi  Golf Club  - Blue",72.1,127,16.3,97,97,22.2,NA,NA,22.2,"C277"
