"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","07-Sep-22","03-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,9.8,83,83,"8.6",NA,NA,"8.6","C343"
"2","2","03-Nov-21","29-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.8,88,88,"14.7T",NA,NA,"14.7T","C343"
"3","3*","03-Nov-21","28-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,10.1,83,83,"10.1T",NA,NA,"10.1T","C343"
"4","4","03-Nov-21","28-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,10.1,116,104,"29.5T",NA,NA,"29.5T","C343"
"5","5*","03-Nov-21","24-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,10.2,86,84,"11.0T",NA,NA,"11.0T","C343"
"6","6","03-Nov-21","24-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,10,98,94,"20.3T",NA,NA,"20.3T","C343"
"7","7*","02-Nov-21","22-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,10.1,80,80,"7.3T",NA,NA,"7.3T","C343"
"8","8","03-Nov-21","17-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.2,93,87,"13.8T",NA,NA,"13.8T","C343"
"9","9","22-Sep-20","16-Sep-20","LODHI COURSE MEN NEW - BLUE",72.1,122,9.2,95,95,"21.2",NA,NA,"21.2","C343"
"10","10*","14-May-20","14-Mar-20","Delhi Golf Course Mens-12 - Blue",72.1,127,9.3,83,83,"9.7T",NA,NA,"9.7T","C343"
"11","11*","23-Feb-19","14-Feb-19","Delhi Golf Course Mens-12 - Blue",72.1,127,9.6,82,82,"8.8",NA,NA,"8.8","C343"
"12","12","25-Sep-18","22-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,116,100,"24.8T",NA,NA,"24.8T","C343"
"13","13*","08-Aug-18","07-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,9.3,83,83,"9.7",NA,NA,"9.7","C343"
"14","14*","13-Jun-18","06-Jun-18","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,83,83,"9.7",NA,NA,"9.7","C343"
"15","15","14-Feb-18","10-Feb-18","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,90,90,"15.9",NA,NA,"15.9","C343"
"16","16*","15-Dec-17","30-Nov-17","Delhi Golf Course Mens-12 - Blue",72.1,127,9,81,81,"7.9",NA,NA,"7.9","C343"
"17","17*","23-Nov-17","22-Nov-17","Delhi Golf Course Mens-12 - Blue",72.1,127,9,87,87,"13.3",NA,NA,"13.3","C343"
"18","18","08-Nov-17","08-Nov-17","Delhi Golf Course Mens-12 - Blue",72.1,127,8.8,87,87,"13.3",NA,NA,"13.3","C343"
"19","19","26-Sep-17","13-Sep-17","Delhi Golf Course Mens-12 - Blue",72.1,127,8.6,100,100,"24.8",NA,NA,"24.8","C343"
"20","20","12-Sep-17","10-Sep-17","Delhi Golf Course Mens-12 - Blue",72.1,127,8.6,96,96,"21.3",NA,NA,"21.3","C343"
