"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","26-Sep-22","24-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,9.1,87,87,12,NA,NA,12,"K489"
"2","2","26-Feb-22","25-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.1,84,84,11,NA,NA,11,"K489"
"3","3","26-Feb-22","22-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.1,89,89,15.7,NA,NA,15.7,"K489"
"4","4*","26-Feb-22","20-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.3,82,82,9.2,NA,NA,9.2,"K489"
"5","5*","26-Feb-22","19-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.4,83,83,10.1,NA,NA,10.1,"K489"
"6","6","26-Feb-22","18-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.5,84,84,11,NA,NA,11,"K489"
"7","7","19-Feb-22","17-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.5,87,87,13.8,NA,NA,13.8,"K489"
"8","8*","19-Feb-22","15-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.1,80,80,7.3,NA,NA,7.3,"K489"
"9","9*","19-Feb-22","10-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.5,82,82,9.2,NA,NA,9.2,"K489"
"10","10","19-Feb-22","08-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.7,85,85,11.9,NA,NA,11.9,"K489"
"11","11*","18-Feb-22","01-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,11.4,79,79,6.4,NA,NA,6.4,"K489"
"12","12*","14-Dec-21","14-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,11.6,83,83,10.1,NA,NA,10.1,"K489"
"13","13*","14-Dec-21","09-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,11.8,83,83,10.1,NA,NA,10.1,"K489"
"14","14*","14-Dec-21","07-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12,83,83,10.1,NA,NA,10.1,"K489"
"15","15*","14-Dec-21","02-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,83,83,10.1,NA,NA,10.1,"K489"
"16","16","19-Oct-21","15-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,88,88,14.7,NA,NA,14.7,"K489"
"17","17","18-Oct-21","14-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.1,87,87,13.8,NA,NA,13.8,"K489"
"18","18","18-Oct-21","13-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.3,87,87,13.8,NA,NA,13.8,"K489"
"19","19","24-Sep-21","19-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.6,84,84,11,NA,NA,11,"K489"
"20","20*","16-Sep-21","09-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14.7,82,82,9.2,NA,NA,9.2,"K489"
