"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","07-Sep-16","04-Sep-16","Delhi Golf Course Mens-12 - Blue",72.1,127,3.4,86,86,"12.4",NA,NA,"12.4","G195"
"2","2","20-Jun-16","18-Jun-16","Delhi Golf Course Mens-12 - Blue",72.1,127,3.4,79,79,"6.1",NA,NA,"6.1","G195"
"3","3*","28-Mar-16","24-Mar-16","Delhi Golf Course Mens-12 - Blue",72.1,127,3,75,75,"2.6",NA,NA,"2.6","G195"
"4","4","07-Mar-16","29-Feb-16","J.P GREENS - BLACK",74.8,141,2.9,88,82,"5.8",NA,NA,"5.8","G195"
"5","5","22-Feb-16","20-Feb-16","Delhi Golf Course Mens-12 - Blue",72.1,127,2.9,80,80,"7.0",NA,NA,"7.0","G195"
"6","6*","08-Feb-16","07-Feb-16","Delhi Golf Course Mens-12 - Blue",72.1,127,3.1,76,76,"3.5",NA,NA,"3.5","G195"
"7","7*","31-Jan-16","31-Jan-16","Delhi Golf Course Mens-12 - Blue",72.1,127,3.2,77,77,"4.4",NA,NA,"4.4","G195"
"8","8*","31-Jan-16","30-Jan-16","Delhi Golf Course Mens-12 - Blue",72.1,127,3.3,72,72,"-0.1",NA,NA,"-0.1","G195"
"9","9","28-Jan-16","20-Jan-16","BANYAN GOLF CLUB HUAHIN - Blue",72.2,130,3.3,82,81,"7.6",NA,NA,"7.6","G195"
"10","10","28-Jan-16","19-Jan-16","SPRINGFIELD ROYAL CTRYCLB - White",72,136,3.3,79,79,"5.8",NA,NA,"5.8","G195"
"11","11","28-Jan-16","18-Jan-16","BANYAN GOLF CLUB HUAHIN - Blue",72.2,130,2.9,80,80,"6.8",NA,NA,"6.8","G195"
"12","12","28-Jan-16","12-Jan-16","BANYAN GOLF CLUB HUAHIN - Blue",72.2,130,2.9,79,79,"5.9",NA,NA,"5.9","G195"
"13","13","28-Jan-16","11-Jan-16","BLACK MOUNTAIN GOLF CLUB  - Black",70.4,131,2.9,82,81,"9.1",NA,NA,"9.1","G195"
"14","14","04-Jan-16","03-Jan-16","Delhi Golf Course Mens-12 - Blue",72.1,127,2.7,81,81,"7.9",NA,NA,"7.9","G195"
"15","15*","28-Dec-15","26-Dec-15","Delhi Golf Course Mens-12 - Blue",72.1,127,2.7,78,78,"5.2",NA,NA,"5.2","G195"
"16","16*","21-Dec-15","19-Dec-15","Delhi Golf Course Mens-12 - Blue",72.1,127,2.3,76,76,"3.5",NA,NA,"3.5","G195"
"17","17*","24-Nov-15","22-Nov-15","Delhi Golf Course Mens-12 - Blue",72.1,127,2,78,78,"5.2",NA,NA,"5.2","G195"
"18","18*","17-Nov-15","15-Nov-15","Delhi Golf Course Mens-12 - Blue",72.1,127,2.2,75,75,"2.6",NA,NA,"2.6","G195"
"19","19*","24-Nov-15","06-Nov-15","Delhi Golf Course Mens-12 - Blue",72.1,127,2,77,77,"4.4T",NA,NA,"4.4T","G195"
"20","20*","24-Nov-15","05-Nov-15","Delhi Golf Course Mens-12 - Blue",72.1,127,1.7,77,77,"4.4T",NA,NA,"4.4T","G195"
