"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","26-Sep-22","22-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,11.8,87,87,"12.0",NA,NA,"12.0","CPB183"
"2","2*","23-Sep-22","18-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,11.7,88,88,"12.8",NA,NA,"12.8","CPB183"
"3","3","14-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,11.7,127,109,"30.7T",NA,NA,"30.7T","CPB183"
"4","4*","31-Aug-22","25-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.1,86,86,"11.1",NA,NA,"11.1","CPB183"
"5","5*","31-Aug-22","23-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.4,86,86,"11.1",NA,NA,"11.1","CPB183"
"6","6*","30-Aug-22","20-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.8,86,86,"11.1",NA,NA,"11.1","CPB183"
"7","7*","09-Mar-22","01-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.6,88,88,"14.7",NA,NA,"14.7","CPB183"
"8","8*","24-Feb-22","22-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,81,81,"8.2",NA,NA,"8.2","CPB183"
"9","9*","23-Feb-22","19-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.2,87,87,"13.8",NA,NA,"13.8","CPB183"
"10","10*","16-Feb-22","15-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,85,85,"11.9",NA,NA,"11.9","CPB183"
"11","11","11-Feb-22","10-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,88,88,"14.7",NA,NA,"14.7","CPB183"
"12","12","10-Feb-22","08-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,90,90,"16.6",NA,NA,"16.6","CPB183"
"13","13","10-Feb-22","03-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,92,92,"18.4",NA,NA,"18.4","CPB183"
"14","14","09-Feb-22","01-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,92,92,"18.4",NA,NA,"18.4","CPB183"
"15","15","24-Jan-22","21-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.9,88,88,"14.7",NA,NA,"14.7","CPB183"
"16","16","20-Jan-22","18-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,92,92,"18.4",NA,NA,"18.4","CPB183"
"17","17","14-Jan-22","31-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.2,91,91,"17.5",NA,NA,"17.5","CPB183"
"18","18*","30-Dec-21","21-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,85,85,"11.9",NA,NA,"11.9","CPB183"
"19","19","28-Aug-21","19-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.2,90,90,"16.6",NA,NA,"16.6","CPB183"
"20","20","26-Aug-21","14-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,12.2,121,103,"28.6T",NA,NA,"28.6T","CPB183"
