"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","26-Sep-22","25-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.4,92,92,"16.2",NA,NA,"16.2","D313"
"2","2","23-Sep-22","17-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.4,94,94,"17.9",NA,NA,"17.9","D313"
"3","3*","07-Sep-22","04-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.5,89,89,"13.7",NA,NA,"13.7","D313"
"4","4*","01-Sep-22","28-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.7,86,86,"11.1",NA,NA,"11.1","D313"
"5","5*","01-Sep-22","27-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,12.8,91,91,"15.4",NA,NA,"15.4","D313"
"6","6*","16-Aug-22","14-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.1,87,87,"12.0",NA,NA,"12.0","D313"
"7","7*","13-Aug-22","09-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,91,91,"15.4",NA,NA,"15.4","D313"
"8","8","12-Aug-22","07-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.9,89,89,"15.7",NA,NA,"15.7","D313"
"9","9","16-Jul-22","10-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.9,92,92,"18.4",NA,NA,"18.4","D313"
"10","10","14-Jul-22","03-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.7,90,90,"16.6",NA,NA,"16.6","D313"
"11","11","30-Jun-22","26-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.7,93,93,"19.4",NA,NA,"19.4","D313"
"12","12","30-Jun-22","25-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.7,89,89,"15.7",NA,NA,"15.7","D313"
"13","13","22-Apr-22","16-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.7,93,93,"19.4T",NA,NA,"19.4T","D313"
"14","14*","11-Mar-22","05-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.2,87,87,"13.8",NA,NA,"13.8","D313"
"15","15","28-Feb-22","27-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.2,90,90,"16.6",NA,NA,"16.6","D313"
"16","16","27-Feb-22","26-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12,89,89,"15.7",NA,NA,"15.7","D313"
"17","17*","17-Jan-22","13-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,12.6,83,83,"10.1",NA,NA,"10.1","D313"
"18","18*","14-Jan-22","02-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,81,81,"8.2T",NA,NA,"8.2T","D313"
"19","19*","29-Nov-21","28-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,88,88,"14.7",NA,NA,"14.7","D313"
"20","20*","10-Nov-21","06-Nov-21","LODHI COURSE MEN NEW - WHITE",70.6,122,13.8,85,85,"13.3",NA,NA,"13.3","D313"
