"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","05-Feb-16","04-Feb-16","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",95,95,20.4,NA,NA,20.4,"SL126S"
"2","2","08-Jun-13","08-Jun-13","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",93,93,18.6,NA,NA,18.6,"SL126S"
"3","3","23-Nov-12","22-Nov-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",88,88,14.1,NA,NA,14.1,"SL126S"
"4","4","14-Nov-12","14-Nov-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",88,88,14.1,NA,NA,14.1,"SL126S"
"5","5*","26-Oct-12","26-Oct-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",85,85,11.5,NA,NA,11.5,"SL126S"
