"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","21-Sep-22","16-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"13.8",96,96,"19.6T",NA,NA,"19.6T","M614"
"2","2*","07-Sep-22","02-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"13.8",89,89,"13.7",NA,NA,"13.7","M614"
"3","3*","01-Sep-22","26-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"14.9",86,86,"11.1T",NA,NA,"11.1T","M614"
"4","4*","18-Jun-22","18-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"14.7",89,89,"15.7",NA,NA,"15.7","M614"
"5","5*","18-Jun-22","17-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"15.6",87,87,"13.8",NA,NA,"13.8","M614"
"6","6*","28-Apr-22","27-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"15.6",89,89,"15.7",NA,NA,"15.7","M614"
"7","7","30-May-21","13-Apr-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"15.6",96,95,"21.2",NA,NA,"21.2","M614"
"8","8","09-Nov-20","01-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"15.2",90,90,"16.6T",NA,NA,"16.6T","M614"
"9","9","03-Sep-20","02-Sep-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"16.1",91,91,"17.5",NA,NA,"17.5","M614"
"10","10","20-Jun-20","10-Jun-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"12.9",93,93,"19.4",NA,NA,"19.4","M614"
"11","11","07-Jun-20","03-Jun-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"12.9",93,93,"19.4",NA,NA,"19.4","M614"
"12","12","02-Jun-20","27-May-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",97,97,"23.1",NA,NA,"23.1","M614"
"13","13","02-Jun-20","22-May-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",94,94,"20.3",NA,NA,"20.3","M614"
"14","14","14-May-20","14-Mar-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",94,94,"20.3T",NA,NA,"20.3T","M614"
"15","15","06-Feb-20","25-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",98,98,"24.0T",NA,NA,"24.0T","M614"
"16","16*","01-Dec-19","29-Nov-19","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",86,86,"12.9T",NA,NA,"12.9T","M614"
