"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","19-Jun-17","17-Jun-17","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.1",125,107,"31.1T",NA,NA,"31.1T","CPA152"
"2","2*","10-May-16","15-Apr-16","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.7",89,89,"15.0T",NA,NA,"15.0T","CPA152"
"3","3*","13-Jun-15","11-Jun-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.1",81,81,"7.9",NA,NA,"7.9","CPA152"
"4","4*","22-May-15","21-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.7",84,84,"10.6",NA,NA,"10.6","CPA152"
"5","5*","17-May-15","15-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.3",88,88,"14.1T",NA,NA,"14.1T","CPA152"
"6","6*","16-May-15","15-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.6",88,88,"14.1T",NA,NA,"14.1T","CPA152"
"7","7*","14-May-15","13-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"11.4",86,86,"12.4",NA,NA,"12.4","CPA152"
"8","8*","09-May-15","08-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"13.0",84,84,"10.6",NA,NA,"10.6","CPA152"
"9","9*","09-May-15","07-May-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"14.4",82,82,"8.8",NA,NA,"8.8","CPA152"
"10","10","22-Apr-15","22-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"14.4",99,99,"23.9",NA,NA,"23.9","CPA152"
"11","11","21-Apr-15","18-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"13.2",93,93,"18.6T",NA,NA,"18.6T","CPA152"
"12","12","21-Apr-15","15-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"13.7",90,90,"15.9",NA,NA,"15.9","CPA152"
"13","13","12-Apr-15","09-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.6",97,97,"22.2",NA,NA,"22.2","CPA152"
"14","14","03-Apr-15","02-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"10.6",97,97,"22.2",NA,NA,"22.2","CPA152"
"15","15","01-Apr-15","01-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",91,91,"16.8",NA,NA,"16.8","CPA152"
"16","16","20-Dec-14","19-Dec-14","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",99,99,"23.9",NA,NA,"23.9","CPA152"
"17","17","30-Nov-14","28-Nov-14","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",101,101,"25.7",NA,NA,"25.7","CPA152"
"18","18","30-Nov-14","27-Nov-14","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",100,100,"24.8",NA,NA,"24.8","CPA152"
"19","19*","30-Nov-14","22-Nov-14","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",84,84,"10.6",NA,NA,"10.6","CPA152"
