"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","08-Sep-22","07-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"11.2",83,83,"8.6",NA,NA,"8.6","G240D"
"2","2*","07-Sep-22","03-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"10.5",85,85,"10.3",NA,NA,"10.3","G240D"
"3","3*","07-Sep-22","02-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"10.5",85,85,"10.3",NA,NA,"10.3","G240D"
"4","4*","01-Sep-22","31-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"10.5",86,86,"11.1",NA,NA,"11.1","G240D"
"5","5*","01-May-22","27-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"10.3",85,85,"11.9",NA,NA,"11.9","G240D"
"6","6","28-Apr-22","24-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.7",90,90,"16.6",NA,NA,"16.6","G240D"
"7","7*","27-Apr-22","22-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.9",86,86,"12.9",NA,NA,"12.9","G240D"
"8","8*","26-Apr-22","20-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"10.2",81,81,"8.2",NA,NA,"8.2","G240D"
"9","9*","17-Jan-22","12-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"10.9",84,84,"11.0",NA,NA,"11.0","G240D"
"10","10","14-Jan-22","31-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"10.0",91,91,"17.5T",NA,NA,"17.5T","G240D"
"11","11","05-Jan-22","25-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"10.0",88,88,"14.7",NA,NA,"14.7","G240D"
"12","12","23-Dec-21","19-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"8.8",89,89,"15.7",NA,NA,"15.7","G240D"
"13","13*","31-Mar-21","28-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.7",84,84,"11.0",NA,NA,"11.0","G240D"
"14","14*","10-Mar-21","28-Feb-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"8.6",85,85,"11.9T",NA,NA,"11.9T","G240D"
"15","15","26-Feb-21","24-Feb-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"8.6",89,89,"15.7",NA,NA,"15.7","G240D"
"16","16","09-Feb-21","06-Feb-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"3.5",88,88,"14.7",NA,NA,"14.7","G240D"
"17","17","31-Jan-21","26-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"3.5",87,87,"13.8",NA,NA,"13.8","G240D"
"18","18","01-Dec-20","29-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",92,92,"18.4",NA,NA,"18.4","G240D"
"19","19","01-Dec-20","28-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",90,90,"16.6",NA,NA,"16.6","G240D"
"20","20","03-Jan-20","02-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",98,98,"24.0",NA,NA,"24.0","G240D"
