"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","30-Aug-22","19-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,10.1,88,88,12.8,NA,NA,12.8,"B546"
"2","2*","30-Aug-22","17-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,9.7,82,82,7.7,NA,NA,7.7,"B546"
"3","3*","19-Jul-22","14-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.9,82,82,9.2,NA,NA,9.2,"B546"
"4","4*","30-Jun-22","26-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.5,85,85,11.9,NA,NA,11.9,"B546"
"5","5*","23-Jan-17","20-Jan-17","Delhi Golf Course Mens-12 - Blue",72.1,127,9.8,81,81,7.9,NA,NA,7.9,"B546"
"6","6","23-Jan-17","17-Jan-17","Delhi Golf Course Mens-12 - Blue",72.1,127,9.7,88,88,14.1,NA,NA,14.1,"B546"
"7","7","28-Dec-15","24-Dec-15","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,89,89,15,NA,NA,15,"B546"
"8","8*","28-Dec-15","23-Dec-15","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,85,85,11.5,NA,NA,11.5,"B546"
"9","9*","18-Dec-15","18-Dec-15","Delhi Golf Course Mens-12 - Blue",72.1,127,9.3,85,85,11.5,NA,NA,11.5,"B546"
"10","10*","13-Dec-15","10-Dec-15","Delhi Golf Course Mens-12 - Blue",72.1,127,9.2,85,85,11.5,NA,NA,11.5,"B546"
"11","11*","14-Aug-15","12-Aug-15","Delhi Golf Course Mens-12 - Blue",72.1,127,9.3,84,84,10.6,NA,NA,10.6,"B546"
"12","12*","19-Oct-14","17-Oct-14","Delhi Golf Course Mens-12 - Blue",72.1,127,9.6,81,81,7.9,NA,NA,7.9,"B546"
"13","13","22-Feb-14","13-Feb-14","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,87,87,13.3,NA,NA,13.3,"B546"
"14","14","06-Feb-14","06-Feb-14","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,87,86,12.4,NA,NA,12.4,"B546"
"15","15","05-Feb-14","05-Feb-14","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,86,86,12.4,NA,NA,12.4,"B546"
"16","16","17-Sep-13","17-Sep-13","Delhi Golf Course Mens-12 - Blue",72.1,127,9.3,86,86,12.4,NA,NA,12.4,"B546"
"17","17","23-Jul-13","23-Jul-13","Delhi Golf Course Mens-12 - Blue",72.1,127,8.9,89,89,15,NA,NA,15,"B546"
"18","18","04-Jul-13","04-Jul-13","Delhi Golf Course Mens-12 - Blue",72.1,127,8.9,94,94,19.5,NA,NA,19.5,"B546"
"19","19","08-Jun-13","08-Jun-13","Delhi Golf Course Mens-12 - Blue",72.1,127,8.9,91,91,16.8,NA,NA,16.8,"B546"
"20","20*","03-Jun-13","02-Jun-13","Delhi Golf Course Mens-12 - Blue",72.1,127,8.8,85,85,11.5,NA,NA,11.5,"B546"
