"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","30-Sep-22","27-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,15.4,93,93,"17.1",NA,NA,"17.1","R195"
"2","2*","28-Sep-22","22-Sep-22","NOIDA COLF COURSE - BLUE",72.8,131,15.4,90,90,"14.8",NA,NA,"14.8","R195"
"3","3","28-Sep-22","21-Sep-22","NOIDA COLF COURSE - BLUE",72.8,131,15.4,94,94,"18.3",NA,NA,"18.3","R195"
"4","4","15-Sep-22","10-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,15.3,99,99,"22.2T",NA,NA,"22.2T","R195"
"5","5*","01-Sep-22","26-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,15.2,92,92,"16.2T",NA,NA,"16.2T","R195"
"6","6","02-Sep-22","25-Aug-22","NOIDA COLF COURSE - BLUE",72.8,131,15.2,93,93,"17.4",NA,NA,"17.4","R195"
"7","7*","02-Sep-22","17-Aug-22","NOIDA COLF COURSE - BLUE",72.8,131,15.3,90,90,"14.8",NA,NA,"14.8","R195"
"8","8*","13-Aug-22","10-Aug-22","NOIDA COLF COURSE - BLUE",72.8,131,15.3,91,91,"15.7",NA,NA,"15.7","R195"
"9","9*","13-Aug-22","03-Aug-22","NOIDA COLF COURSE - BLUE",72.8,131,14.9,92,92,"16.6",NA,NA,"16.6","R195"
"10","10*","13-Aug-22","29-Jul-22","NOIDA COLF COURSE - BLUE",72.8,131,14.9,90,90,"14.8",NA,NA,"14.8","R195"
"11","11*","13-Aug-22","27-Jul-22","NOIDA COLF COURSE - BLUE",72.8,131,14.8,88,88,"13.1",NA,NA,"13.1","R195"
"12","12","22-Apr-22","16-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.7,91,91,"17.5T",NA,NA,"17.5T","R195"
"13","13","01-Apr-22","29-Mar-22","NOIDA COLF COURSE - BLUE",72.8,131,14.7,96,96,"20.0",NA,NA,"20.0","R195"
"14","14*","01-Apr-22","28-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.2,90,90,"16.6T",NA,NA,"16.6T","R195"
"15","15","01-Apr-22","23-Mar-22","NOIDA COLF COURSE - BLUE",72.8,131,14,95,95,"19.1",NA,NA,"19.1","R195"
"16","16*","01-Apr-22","16-Mar-22","NOIDA COLF COURSE - BLUE",72.8,131,13.8,90,90,"14.8",NA,NA,"14.8","R195"
"17","17","01-Apr-22","09-Mar-22","NOIDA COLF COURSE - BLUE",72.8,131,13.8,94,94,"18.3",NA,NA,"18.3","R195"
"18","18","14-Jan-22","31-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.1,98,98,"24.0T",NA,NA,"24.0T","R195"
"19","19","02-Nov-21","21-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.1,98,96,"22.1T",NA,NA,"22.1T","R195"
"20","20","02-Oct-21","28-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,13.1,92,92,"18.4",NA,NA,"18.4","R195"
