"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","02-Sep-21","09-Aug-21","Bel-Air Country Club - White",70.9,130,"+2.2",68,68,-2.5,NA,NA,-2.5,"C267"
"2","2*","04-Sep-21","07-Aug-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"+2.4",72,72,-1.1,NA,NA,-1.1,"C267"
"3","3*","04-Sep-21","01-Aug-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"+2.6",72,72,-1.1,NA,NA,-1.1,"C267"
"4","4*","04-Sep-21","28-Jul-21","BLACK BUTTE RANCHE GMGC - BLACK",72.7,133,"+2.5",71,71,-1.4,NA,NA,-1.4,"C267"
"5","5","04-Sep-21","24-Jul-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"+2.8",73,73,-0.2,NA,NA,-0.2,"C267"
"6","6*","04-Sep-21","17-Jul-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"+2.2",68,68,-4.4,NA,NA,-4.4,"C267"
"7","7*","04-Sep-21","12-Jul-21","ANNANDALE GOLF CLUB - ORANGE",72.3,129,"+2.0",69,69,-2.9,NA,NA,-2.9,"C267"
"8","8*","04-Sep-21","10-Jul-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"+1.2",69,69,-3.6,NA,NA,-3.6,"C267"
"9","9","02-Sep-21","05-Jul-21","Sebonack Golf Club - Blue",75.6,148,"+1.5",76,76,0.3,NA,NA,0.3,"C267"
"10","10*","02-Sep-21","04-Jul-21","Sebonack Golf Club - Black",77.1,151,"+1.0",75,75,-1.6,NA,NA,-1.6,"C267"
"11","11","04-Sep-21","26-Jun-21","ANNANDALE GOLF CLUB - ORANGE",72.3,129,"+1.5",78,78,5,NA,NA,5,"C267"
"12","12*","04-Sep-21","18-Jun-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"+0.6",71,71,-1.9,NA,NA,-1.9,"C267"
"13","13","04-Sep-21","12-Jun-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"+1.1",73,73,-0.2,NA,NA,-0.2,"C267"
"14","14","04-Sep-21","10-Jun-21","Brookside Golf Club - Back",72.9,130,"+1.1",75,75,1.8,NA,NA,1.8,"C267"
"15","15","04-Sep-21","01-Jun-21","Goose Creek Golf Club - Blue",71.2,126,"N/A",70,70,-1.1,NA,NA,-1.1,"C267"
"16","16","04-Sep-21","26-May-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"N/A",73,73,-0.2,NA,NA,-0.2,"C267"
"17","17","04-Sep-21","25-May-21","Goose Creek Golf Club - Blue",71.2,126,"N/A",73,73,1.6,NA,NA,1.6,"C267"
"18","18","04-Sep-21","22-May-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"N/A",78,78,3.9,NA,NA,3.9,"C267"
"19","19","04-Sep-21","20-May-21","OAKMONT COUNTRY CLUB - Blue",73.3,136,"N/A",78,78,3.9,NA,NA,3.9,"C267"
