"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","15-Sep-22","10-Sep-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"26.2",101,101,"26.8T",NA,NA,"26.8T","M248"
"2","2*","01-Sep-22","26-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"27.6",98,98,"24.0T",NA,NA,"24.0T","M248"
"3","3","21-Apr-22","14-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"27.0",131,122,"46.2T",NA,NA,"46.2T","M248"
"4","4","27-Oct-21","26-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"27.0",111,109,"34.2T",NA,NA,"34.2T","M248"
"5","5","23-Sep-21","15-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"25.8",127,118,"42.5T",NA,NA,"42.5T","M248"
"6","6*","18-Jan-21","01-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"27.6",100,100,"25.8",NA,NA,"25.8","M248"
"7","7*","16-Oct-20","09-Oct-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"25.8",104,104,"29.5T",NA,NA,"29.5T","M248"
"8","8*","28-Aug-20","21-Aug-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"29.5",100,100,"25.8T",NA,NA,"25.8T","M248"
"9","9","01-Dec-19","29-Nov-19","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",104,104,"29.5T",NA,NA,"29.5T","M248"
"10","10","28-Dec-18","15-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,113,"N/A",102,102,"29.9T",NA,NA,"29.9T","M248"
"11","11","14-Nov-17","11-Nov-17","Delhi Golf Course Mens-12 - Blue",72.1,113,"N/A",133,133,"60.9T",NA,NA,"60.9T","M248"
"12","12","21-Feb-17","17-Feb-17","Delhi Golf Course Mens-12 - Blue",72.1,113,"N/A",105,105,"32.9T",NA,NA,"32.9T","M248"
"13","13","11-Nov-16","08-Nov-16","Delhi Golf Course Mens-12 - Blue",72.1,113,"N/A",104,104,"31.9",NA,NA,"31.9","M248"
