"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","01-Sep-22","27-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,15.7,90,90,"14.5T",NA,NA,"14.5T","N151"
"2","2","11-Aug-22","06-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.5,93,93,"19.4",NA,NA,"19.4","N151"
"3","3","27-Jul-22","23-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.4,93,93,"19.4T",NA,NA,"19.4T","N151"
"4","4","16-Jun-22","12-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.4,93,93,"19.4",NA,NA,"19.4","N151"
"5","5*","10-Jun-22","05-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.7,86,86,"12.9",NA,NA,"12.9","N151"
"6","6","10-Jun-22","05-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.7,92,92,"18.4",NA,NA,"18.4","N151"
"7","7*","31-May-22","28-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.1,87,87,"13.8T",NA,NA,"13.8T","N151"
"8","8*","23-May-22","22-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,89,89,"15.7",NA,NA,"15.7","N151"
"9","9","22-May-22","15-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,96,96,"22.1",NA,NA,"22.1","N151"
"10","10","22-May-22","08-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,96,94,"20.3",NA,NA,"20.3","N151"
"11","11*","18-May-22","03-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.4,91,90,"16.6",NA,NA,"16.6","N151"
"12","12","27-Apr-22","24-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.4,93,93,"19.4",NA,NA,"19.4","N151"
"13","13*","25-Apr-22","17-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,87,87,"13.8",NA,NA,"13.8","N151"
"14","14","22-Apr-22","14-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,93,92,"18.4T",NA,NA,"18.4T","N151"
"15","15","13-Apr-22","10-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,92,92,"18.4",NA,NA,"18.4","N151"
"16","16","11-Mar-22","03-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,93,93,"19.4",NA,NA,"19.4","N151"
"17","17*","15-Feb-22","13-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.3,91,91,"17.5",NA,NA,"17.5","N151"
"18","18*","10-Feb-22","06-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.2,90,90,"16.6",NA,NA,"16.6","N151"
"19","19*","31-Jan-22","30-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16,90,90,"16.6",NA,NA,"16.6","N151"
"20","20*","14-Jan-22","01-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.9,90,90,"16.6",NA,NA,"16.6","N151"
