"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","21-Sep-22","16-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,15.3,93,93,"17.1T",NA,NA,"17.1T","M171"
"2","2","15-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,14.8,94,94,"17.9T",NA,NA,"17.9T","M171"
"3","3*","01-Sep-22","27-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,15.2,88,88,"12.8T",NA,NA,"12.8T","M171"
"4","4*","31-Aug-22","21-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,15.5,92,92,"16.2",NA,NA,"16.2","M171"
"5","5*","31-May-22","29-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.5,90,90,"16.6T",NA,NA,"16.6T","M171"
"6","6","22-May-22","14-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.3,92,92,"18.4",NA,NA,"18.4","M171"
"7","7*","18-May-22","01-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.8,91,91,"17.5",NA,NA,"17.5","M171"
"8","8*","27-Apr-22","24-Apr-22","LODHI COURSE MEN NEW - WHITE",70.6,122,15.1,88,88,"16.1",NA,NA,"16.1","M171"
"9","9","02-Apr-22","28-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,15.1,92,92,"18.4T",NA,NA,"18.4T","M171"
"10","10","23-Feb-22","20-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.9,96,96,"22.1",NA,NA,"22.1","M171"
"11","11","23-Feb-22","19-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.5,94,94,"20.3",NA,NA,"20.3","M171"
"12","12*","10-Feb-22","05-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.5,91,91,"17.5",NA,NA,"17.5","M171"
"13","13*","09-Feb-22","01-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.7,89,89,"15.7",NA,NA,"15.7","M171"
"14","14*","31-Jan-22","29-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.9,90,90,"16.6",NA,NA,"16.6","M171"
"15","15","14-Jan-22","02-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,14.8,92,92,"18.4T",NA,NA,"18.4T","M171"
"16","16","12-Oct-21","02-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14.8,93,93,"19.4",NA,NA,"19.4","M171"
"17","17","10-Sep-21","05-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14.8,92,92,"18.4",NA,NA,"18.4","M171"
"18","18","26-Aug-21","15-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14.4,108,100,"25.8T",NA,NA,"25.8T","M171"
"19","19","29-Jul-21","24-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14.2,109,101,"26.8T",NA,NA,"26.8T","M171"
"20","20*","21-Jun-21","12-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,14.8,84,84,"11.0T",NA,NA,"11.0T","M171"
