"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","30-Sep-22","28-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,10.9,85,85,"10.3",NA,NA,"10.3","S542"
"2","2*","26-Sep-22","21-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,11.3,86,86,"11.1",NA,NA,"11.1","S542"
"3","3*","16-Sep-22","14-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,11.2,84,84,"9.4",NA,NA,"9.4","S542"
"4","4","13-Jul-22","02-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,10.8,90,90,"16.6",NA,NA,"16.6","S542"
"5","5*","26-May-22","24-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,11.5,80,80,"7.3",NA,NA,"7.3","S542"
"6","6","27-Nov-20","20-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.4,91,91,"17.5T",NA,NA,"17.5T","S542"
"7","7","06-Feb-20","25-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,11.4,96,96,"22.1T",NA,NA,"22.1T","S542"
"8","8","01-Dec-19","30-Nov-19","LODHI COURSE MEN NEW - BLUE",72.1,122,11.4,95,95,"21.2T",NA,NA,"21.2T","S542"
"9","9","28-Dec-18","15-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,11.2,92,92,"17.7T",NA,NA,"17.7T","S542"
"10","10","25-Sep-18","22-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,11.2,123,105,"29.3T",NA,NA,"29.3T","S542"
"11","11*","14-Apr-18","07-Apr-18","Delhi Golf Course Mens-12 - Blue",72.1,127,11.3,87,87,"13.3T",NA,NA,"13.3T","S542"
"12","12*","15-Nov-17","11-Nov-17","Delhi Golf Course Mens-12 - Blue",72.1,127,11.3,87,87,"13.3T",NA,NA,"13.3T","S542"
"13","13*","13-Nov-16","12-Nov-16","Delhi Golf Course Mens-12 - Blue",72.1,127,11.9,82,82,"8.8T",NA,NA,"8.8T","S542"
"14","14*","05-Feb-16","04-Feb-16","Delhi Golf Course Mens-12 - Blue",72.1,127,12.2,84,84,"10.6",NA,NA,"10.6","S542"
"15","15","28-Jan-16","26-Jan-16","Delhi Golf Course Mens-12 - Blue",72.1,127,12.2,91,91,"16.8",NA,NA,"16.8","S542"
"16","16*","20-Apr-15","18-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,11.7,88,88,"14.1T",NA,NA,"14.1T","S542"
"17","17*","27-May-14","27-May-14","Delhi Golf Course Mens-12 - Blue",72.1,127,12,84,84,"10.6",NA,NA,"10.6","S542"
"18","18","17-Apr-14","17-Apr-14","Delhi Golf Course Mens-12 - Blue",72.1,127,12,91,91,"16.8",NA,NA,"16.8","S542"
"19","19","12-Apr-14","12-Apr-14","Delhi Golf Course Mens-12 - Blue",72.1,127,11.9,90,90,"15.9",NA,NA,"15.9","S542"
"20","20","12-Apr-14","05-Apr-14","Delhi Golf Course Mens-12 - Blue",72.1,127,11.9,91,91,"16.8",NA,NA,"16.8","S542"
