"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","13-Aug-22","11-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.3,85,85,"10.3",NA,NA,"10.3","N182"
"2","2","22-May-22","10-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6.3,84,84,"11.0",NA,NA,"11.0","N182"
"3","3","21-Apr-22","04-Apr-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,6.1,84,84,"11.1T",NA,NA,"11.1T","N182"
"4","4","09-Apr-22","03-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6.1,88,88,"14.7",NA,NA,"14.7","N182"
"5","5","09-Apr-22","02-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6,84,84,"11.0",NA,NA,"11.0","N182"
"6","6","10-Mar-22","03-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,85,85,"11.9",NA,NA,"11.9","N182"
"7","7","08-Dec-21","04-Dec-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,85,85,"11.9",NA,NA,"11.9","N182"
"8","8","03-Nov-21","26-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,93,91,"17.5T",NA,NA,"17.5T","N182"
"9","9","03-Nov-21","23-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,95,89,"15.7T",NA,NA,"15.7T","N182"
"10","10*","03-Nov-21","23-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,6,78,78,"5.5T",NA,NA,"5.5T","N182"
"11","11","03-Nov-21","17-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,162,108,"33.3T",NA,NA,"33.3T","N182"
"12","12*","25-Aug-21","15-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,79,79,"6.4T",NA,NA,"6.4T","N182"
"13","13*","27-Aug-21","08-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,80,80,"7.3",NA,NA,"7.3","N182"
"14","14*","18-Mar-21","13-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.7,80,80,"7.3",NA,NA,"7.3","N182"
"15","15*","17-Feb-21","12-Feb-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.8,78,78,"5.5",NA,NA,"5.5","N182"
"16","16*","31-Jan-21","24-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,6,77,77,"4.5",NA,NA,"4.5","N182"
"17","17*","18-Jan-21","13-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,80,80,"7.3",NA,NA,"7.3","N182"
"18","18*","10-Dec-20","30-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,79,79,"6.4",NA,NA,"6.4","N182"
"19","19*","18-Nov-20","15-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,5.9,79,79,"6.4",NA,NA,"6.4","N182"
"20","20*","12-Oct-20","11-Oct-20","LODHI COURSE MEN NEW - BLUE",72.1,122,5.8,80,80,"7.3",NA,NA,"7.3","N182"
