"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","23-Sep-22","18-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.8,93,93,17.1,NA,NA,17.1,"K649"
"2","2","07-Sep-22","04-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.8,95,94,17.9,NA,NA,17.9,"K649"
"3","3","31-Aug-22","21-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.8,95,95,18.8,NA,NA,18.8,"K649"
"4","4","16-Aug-22","15-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,6.6,99,99,22.2,NA,NA,22.2,"K649"
"5","5","28-Jul-22","17-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6.6,89,89,15.7,NA,NA,15.7,"K649"
"6","6","19-Jul-22","15-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6.6,89,89,15.7,NA,NA,15.7,"K649"
"7","7","29-Jun-22","24-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6.6,89,89,15.7,NA,NA,15.7,"K649"
"8","8*","30-Jun-22","21-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6.8,81,81,8.2,NA,NA,8.2,"K649"
"9","9","30-Jun-22","19-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,6.8,90,90,16.6,NA,NA,16.6,"K649"
"10","10","11-Jan-21","05-Jan-21","LODHI COURSE MEN NEW - BLUE",72.1,122,6.4,88,88,14.7,NA,NA,14.7,"K649"
"11","11*","24-Dec-20","23-Dec-20","LODHI COURSE MEN NEW - BLUE",72.1,122,6,83,83,10.1,NA,NA,10.1,"K649"
"12","12","12-Dec-20","11-Dec-20","LODHI COURSE MEN NEW - BLUE",72.1,122,5.5,83,83,10.1,NA,NA,10.1,"K649"
"13","13*","07-Mar-20","04-Mar-20","Delhi Golf Course Mens-12 - Blue",72.1,127,5,83,83,9.7,NA,NA,9.7,"K649"
"14","14*","03-Dec-19","23-Nov-19","NOIDA COLF COURSE - BLUE",72.8,131,5,83,83,8.8,NA,NA,8.8,"K649"
"15","15*","05-Feb-19","29-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,5.6,74,74,1.7,NA,NA,1.7,"K649"
"16","16*","05-Feb-19","24-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,6.9,76,76,3.5,NA,NA,3.5,"K649"
"17","17*","04-Feb-19","18-Jan-19","Delhi Golf Course Mens-12 - Black",73.5,130,7.6,78,78,3.9,NA,NA,3.9,"K649"
"18","18*","25-Dec-18","22-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,8.8,80,80,7,NA,NA,7,"K649"
"19","19*","23-Dec-18","13-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,9.7,79,79,6.1,NA,NA,6.1,"K649"
"20","20*","30-Nov-18","29-Nov-18","Delhi Golf Course Mens-12 - Blue",72.1,127,10.6,83,83,9.7,NA,NA,9.7,"K649"
