"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","12-Aug-22","06-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,11.8,88,88,"14.7",NA,NA,"14.7","S261"
"2","2*","02-Dec-19","30-Nov-19","LODHI COURSE MEN NEW - BLUE",72.1,122,12,87,87,"13.8T",NA,NA,"13.8T","S261"
"3","3*","24-Mar-17","23-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.3,85,85,"11.5",NA,NA,"11.5","S261"
"4","4","15-Mar-17","12-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.2,90,90,"15.9",NA,NA,"15.9","S261"
"5","5*","27-Feb-17","24-Feb-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.7,83,83,"9.7",NA,NA,"9.7","S261"
"6","6*","26-Feb-17","22-Feb-17","Delhi Golf Course Mens-12 - Blue",72.1,127,13.5,81,81,"7.9",NA,NA,"7.9","S261"
"7","7*","15-Feb-17","10-Feb-17","Delhi Golf Course Mens-12 - Blue",72.1,127,15.2,78,78,"5.2",NA,1,"4.2","S261"
"8","8","16-Sep-16","13-Sep-16","Delhi Golf Course Mens-12 - Blue",72.1,127,14.8,94,94,"19.5",NA,1,"18.5","S261"
"9","9","18-Jan-16","15-Jan-16","Delhi Golf Course Mens-12 - Blue",72.1,127,14.8,93,93,"18.6",NA,1,"17.6","S261"
"10","10","08-Jan-16","06-Jan-16","Delhi Golf Course Mens-12 - Blue",72.1,127,14.5,98,98,"23.0",NA,1,"22.0","S261"
"11","11","08-Jan-16","05-Jan-16","Delhi Golf Course Mens-12 - Blue",72.1,127,14.1,92,92,"17.7",NA,1,"16.7","S261"
"12","12*","03-Nov-15","01-Nov-15","Delhi Golf Course Mens-12 - Blue",72.1,127,13.7,89,89,"15.0",NA,1,"14.0","S261"
"13","13","21-Apr-15","16-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,13.7,92,92,"17.7",NA,1,"16.7","S261"
"14","14*","12-Apr-15","09-Apr-15","Delhi Golf Course Mens-12 - Blue",72.1,127,13.7,90,90,"15.9",NA,1,"14.9","S261"
"15","15*","14-Mar-15","12-Mar-15","Delhi Golf Course Mens-12 - Blue",72.1,127,13.7,90,90,"15.9",NA,1,"14.9","S261"
"16","16","07-Jan-15","06-Jan-15","Delhi Golf Course Mens-12 - Blue",72.1,127,13.7,100,100,"24.8",NA,1,"23.8","S261"
"17","17","19-Oct-14","18-Oct-14","Delhi Golf Course Mens-12 - Blue",72.1,127,13.7,91,91,"16.8",NA,1,"15.8","S261"
"18","18","07-Sep-14","06-Sep-14","Delhi Golf Course Mens-12 - Blue",72.1,127,13.4,96,96,"21.3",NA,1,"20.3","S261"
"19","19*","04-May-14","04-May-14","Delhi Golf Course Mens-12 - Blue",72.1,127,13.1,88,88,"14.1",NA,1,"13.1","S261"
"20","20","01-May-14","01-May-14","Delhi Golf Course Mens-12 - Blue",72.1,127,12.8,92,92,"17.7",NA,1,"16.7","S261"
