"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","28-Dec-20","18-Dec-20","LODHI COURSE MEN NEW - BLUE",72.1,122,18.1,93,93,"19.4T",NA,NA,"19.4T","CPA104"
"2","2","15-May-20","20-Mar-20","LODHI COURSE MEN NEW - BLUE",72.1,122,18,97,97,"23.1",NA,NA,"23.1","CPA104"
"3","3*","14-May-20","18-Mar-20","LODHI COURSE MEN NEW - BLUE",72.1,122,17.8,93,93,"19.4",NA,NA,"19.4","CPA104"
"4","4","14-May-20","13-Mar-20","LODHI COURSE MEN NEW - BLUE",72.1,122,17.8,97,97,"23.1T",NA,NA,"23.1T","CPA104"
"5","5*","29-Feb-20","27-Feb-20","LODHI COURSE MEN NEW - BLUE",72.1,122,17.8,94,94,"20.3",NA,NA,"20.3","CPA104"
"6","6*","04-Feb-20","22-Jan-20","LODHI COURSE MEN NEW - WHITE",70.6,122,17.9,90,90,"18.0",NA,NA,"18.0","CPA104"
"7","7","21-Dec-19","19-Dec-19","LODHI COURSE MEN NEW - BLUE",72.1,122,17.7,100,100,"25.8",NA,NA,"25.8","CPA104"
"8","8*","16-Dec-19","11-Dec-19","LODHI COURSE MEN NEW - WHITE",70.6,122,17.7,92,92,"19.8",NA,NA,"19.8","CPA104"
"9","9","12-Dec-19","04-Dec-19","LODHI COURSE MEN NEW - BLUE",72.1,122,17.7,97,97,"23.1",NA,NA,"23.1","CPA104"
"10","10","28-Feb-19","27-Feb-19","Delhi Golf Course Mens-12 - Blue",72.1,127,17.6,96,96,"21.3",NA,NA,"21.3","CPA104"
"11","11","22-Feb-19","13-Feb-19","Delhi Golf Course Mens-12 - Blue",72.1,127,17.6,98,98,"23.0",NA,NA,"23.0","CPA104"
"12","12","19-Aug-18","15-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.4,102,102,"26.6T",NA,NA,"26.6T","CPA104"
"13","13","20-Jul-18","18-Jul-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.4,95,95,"20.4",NA,NA,"20.4","CPA104"
"14","14","30-Jun-18","29-Jun-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.1,96,96,"21.3",NA,NA,"21.3","CPA104"
"15","15*","16-Jun-18","08-Jun-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.2,92,92,"17.7",NA,NA,"17.7","CPA104"
"16","16*","13-Jun-18","06-Jun-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.2,94,94,"19.5",NA,NA,"19.5","CPA104"
"17","17*","21-Apr-18","20-Apr-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.2,93,93,"18.6",NA,NA,"18.6","CPA104"
"18","18","15-Apr-18","13-Apr-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.2,96,96,"21.3",NA,NA,"21.3","CPA104"
"19","19*","18-Mar-18","16-Mar-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.7,89,89,"15.0",NA,NA,"15.0","CPA104"
"20","20*","25-Feb-18","23-Feb-18","Delhi Golf Course Mens-12 - Blue",72.1,127,17.9,89,89,"15.0",NA,NA,"15.0","CPA104"
