"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","15-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,2.6,79,79,"5.2T",NA,NA,"5.2T","G218"
"2","2","29-Jul-22","29-Jul-22","PEACOCK COURSE - Blue",60.8,105,2.4,106,94,"35.7",NA,NA,"35.7","G218"
"3","3","29-Jul-22","27-Jul-22","PEACOCK COURSE - Blue",60.8,105,2.4,78,78,"18.5",NA,NA,"18.5","G218"
"4","4*","28-Jul-22","26-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,2.2,76,76,"3.6",NA,NA,"3.6","G218"
"5","5","29-Jul-22","25-Jul-22","PEACOCK COURSE - Blue",60.8,105,2,74,74,"14.2",NA,NA,"14.2","G218"
"6","6*","26-Jul-22","24-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.9,76,76,"3.6T",NA,NA,"3.6T","G218"
"7","7*","28-Jul-22","22-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.9,76,76,"3.6",NA,NA,"3.6","G218"
"8","8","21-Jul-22","18-Jul-22","PEACOCK COURSE - Blue",60.8,105,1.7,78,78,"18.5",NA,NA,"18.5","G218"
"9","9*","19-Jul-22","14-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,74,74,"1.8",NA,NA,"1.8","G218"
"10","10","18-Jul-22","14-Jul-22","PEACOCK COURSE - Blue",60.8,105,1.5,70,70,"9.9",NA,NA,"9.9","G218"
"11","11*","19-Jul-22","13-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,76,76,"3.6",NA,NA,"3.6","G218"
"12","12","16-Jul-22","10-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,78,78,"5.5",NA,NA,"5.5","G218"
"13","13*","14-Jul-22","03-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,76,76,"3.6",NA,NA,"3.6","G218"
"14","14","14-Jul-22","03-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,76,76,"3.6",NA,NA,"3.6","G218"
"15","15","30-Jun-22","26-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,78,78,"5.5T",NA,NA,"5.5T","G218"
"16","16","30-Jun-22","25-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.5,76,76,"3.6",NA,NA,"3.6","G218"
"17","17*","29-Jun-22","24-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.3,74,74,"1.8",NA,NA,"1.8","G218"
"18","18*","30-Jun-22","22-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,74,74,"1.8",NA,NA,"1.8","G218"
"19","19*","18-Jun-22","18-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.2,75,75,"2.7",NA,NA,"2.7","G218"
"20","20*","18-Jun-22","17-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,0.9,75,75,"2.7",NA,NA,"2.7","G218"
