"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","14-Jan-22","14-Jan-22","Delhi Golf Club - Red",73.9,128,7,98,98,"21.3T",NA,NA,"21.3T","M591"
"2","2","13-Oct-20","10-Oct-20","Lodhi Course Ladies - Yellow",72.2,118,6,94,94,"20.9T",NA,NA,"20.9T","M591"
"3","3","28-Aug-20","22-Aug-20","Lodhi Course Ladies - Yellow",72.2,118,5.8,106,94,"20.9T",NA,NA,"20.9T","M591"
"4","4","24-Dec-18","16-Dec-18","Delhi Golf Course Mens-12 - White",70.6,113,5.7,86,86,"15.4",NA,NA,"15.4","M591"
"5","5","19-Aug-18","15-Aug-18","Delhi Golf Club - Red",73.9,128,5.7,93,93,"16.9T",NA,NA,"16.9T","M591"
"6","6*","07-May-18","06-May-18","Delhi Golf Club - Red",73.9,128,5.8,88,85,"9.8",NA,NA,"9.8","M591"
"7","7*","11-Apr-18","04-Apr-18","Delhi Golf Club - Red",73.9,128,5.9,86,85,"9.8T",NA,NA,"9.8T","M591"
"8","8*","04-Apr-18","01-Apr-18","Delhi Golf Club - Red",73.9,128,6,86,86,"10.7",NA,NA,"10.7","M591"
"9","9","19-Jun-17","17-Jun-17","Delhi Golf Club - Red",74.5,123,6,103,97,"20.7T",NA,NA,"20.7T","M591"
"10","10*","12-Jun-17","10-Jun-17","Delhi Golf Club - Red",74.5,123,6,88,87,"11.5",NA,NA,"11.5","M591"
"11","11","21-Feb-17","17-Feb-17","Delhi Golf Club - Red",74.5,123,6,94,92,"16.1T",NA,NA,"16.1T","M591"
"12","12","10-Aug-15","07-Aug-15","Delhi Golf Club - Red",74.5,123,6,96,93,"17.0",NA,NA,"17.0","M591"
"13","13","06-Jul-15","03-Jul-15","Delhi Golf Club - Red",74.5,123,6,89,89,"13.3",NA,NA,"13.3","M591"
"14","14*","19-Jun-15","17-Jun-15","Delhi Golf Club - Red",74.5,123,9,73,73,"-1.4",NA,2,"-3.4","M591"
"15","15*","29-May-15","27-May-15","Delhi Golf Club - Red",74.5,123,12.4,74,74,"-0.5",NA,4,"-4.5","M591"
"16","16*","11-Jul-15","21-May-15","Delhi Golf Club - Red",74.5,123,12.1,91,91,"15.2",NA,4,"11.2","M591"
"17","17*","28-Feb-15","27-Feb-15","Delhi Golf Club - Red",74.5,123,12,88,88,"12.4T",NA,4,"8.4T","M591"
"18","18*","18-Nov-14","10-Nov-14","Delhi Golf Club - Red",74.5,123,12.1,92,91,"15.2T",NA,4,"11.2T","M591"
"19","19","26-Oct-14","15-Oct-14","Delhi Golf Club - Red",74.5,123,11.4,95,95,"18.8T",NA,4,"14.8T","M591"
"20","20*","20-Sep-14","18-Sep-14","Delhi Golf Club - Red",74.5,123,11.9,89,89,"13.3",NA,4,"9.3","M591"
