"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","31-Aug-22","27-Aug-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,15.5,97,97,22.3,NA,NA,22.3,"S960"
"2","2","31-Aug-22","21-Aug-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,15.5,96,96,21.4,NA,NA,21.4,"S960"
"3","3*","31-Aug-22","06-Aug-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,16.1,87,87,13.7,NA,NA,13.7,"S960"
"4","4*","13-Jul-22","09-Jul-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,16.7,87,87,13.7,NA,NA,13.7,"S960"
"5","5","13-Jul-22","02-Jul-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,16.7,95,95,20.5,NA,NA,20.5,"S960"
"6","6","10-Jun-22","04-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.6,96,96,22.1,NA,NA,22.1,"S960"
"7","7","10-Jun-22","02-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,16.6,95,95,21.2,NA,NA,21.2,"S960"
"8","8*","08-Jun-22","28-May-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,16.9,90,90,16.3,NA,NA,16.3,"S960"
"9","9*","30-May-22","21-May-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,17.1,92,92,18,NA,NA,18,"S960"
"10","10","30-Apr-22","30-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,17.1,97,97,23.1,NA,NA,23.1,"S960"
"11","11","20-Apr-22","08-Apr-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,17.1,95,95,20.5,NA,NA,20.5,"S960"
"12","12*","09-Mar-22","01-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,19,85,85,11.9,NA,1,10.9,"S960"
"13","13*","04-Mar-22","26-Feb-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,19.6,87,87,13.7,NA,1,12.7,"S960"
"14","14","04-Mar-22","19-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,19.4,95,95,21.2,NA,1,20.2,"S960"
"15","15*","04-Mar-22","12-Feb-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,19.5,93,93,18.8,NA,1,17.8,"S960"
"16","16","10-Feb-22","05-Feb-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,19.3,97,97,22.3,NA,1,21.3,"S960"
"17","17*","10-Feb-22","29-Jan-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,19.4,95,95,20.5,NA,1,19.5,"S960"
"18","18*","10-Feb-22","20-Jan-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,19.5,93,93,18.8,NA,1,17.8,"S960"
"19","19*","10-Feb-22","15-Jan-22","CLASSIC GOLF   CNTRY CLUB - Blue",71,132,20.4,91,91,17.1,NA,1,16.1,"S960"
"20","20","16-Nov-21","13-Nov-21","LODHI COURSE MEN NEW - BLUE",72.1,122,20.2,95,95,21.2,NA,1,20.2,"S960"
