"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","22-May-22","11-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"8.5",87,87,13.8,NA,NA,13.8,"SD704"
"2","2","10-Jun-13","09-Jun-13","Delhi Golf Course Mens-12 - Blue",72.1,127,"8.2",92,91,16.8,NA,NA,16.8,"SD704"
"3","3*","15-Sep-12","15-Sep-12","Delhi Golf Course Mens-12 - Blue",72.1,127,"9.1",80,80,7,NA,NA,7,"SD704"
"4","4*","12-Mar-11","12-Mar-11","Delhi Golf Course Mens-12 - Blue",72.1,127,"9.7",81,81,7.9,NA,NA,7.9,"SD704"
"5","5","18-Nov-10","18-Nov-10","Delhi Golf Course Mens-12 - Blue",72.1,127,"9.7",87,86,12.4,NA,NA,12.4,"SD704"
"6","6","28-Jul-10","25-Jul-10","Delhi Golf Course Mens-12 - Blue",72.1,127,"9.7",97,97,22.2,NA,NA,22.2,"SD704"
"7","7","23-Jul-09","09-Jul-09","Delhi  Golf Club  - Blue",72.1,127,"9.7",85,85,11.5,NA,NA,11.5,"SD704"
"8","8","13-Apr-09","12-Apr-09","Delhi  Golf Club  - Blue",72.1,127,"N/A",87,87,13.3,NA,NA,13.3,"SD704"
"9","9*","30-Dec-08","24-Dec-08","Delhi  Golf Club  - Blue",72.1,127,"N/A",83,83,9.7,NA,NA,9.7,"SD704"
"10","10*","30-Dec-08","23-Dec-08","Delhi  Golf Club  - Blue",72.1,127,"N/A",83,83,9.7,NA,NA,9.7,"SD704"
"11","11","08-Mar-07","06-Mar-07","Delhi  Golf Club  - Blue",72.1,127,"N/A",99,99,23.9,NA,NA,23.9,"SD704"
"12","12","12-Feb-07","10-Feb-07","Delhi  Golf Club  - Blue",72.1,127,"N/A",101,101,25.7,NA,NA,25.7,"SD704"
