"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","21-Sep-22","16-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,9.8,83,83,"8.6T",NA,NA,"8.6T","SD632"
"2","2*","15-Sep-22","09-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,10,84,84,"9.4T",NA,NA,"9.4T","SD632"
"3","3","06-Jan-22","17-Dec-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.6,90,90,"13.3",NA,NA,"13.3","SD632"
"4","4*","06-Jan-22","15-Dec-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.8,85,85,"9.2",NA,NA,"9.2","SD632"
"5","5","06-Jan-22","11-Dec-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.8,92,92,"14.9",NA,NA,"14.9","SD632"
"6","6*","06-Jan-22","10-Dec-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,10.1,86,86,"10.0",NA,NA,"10.0","SD632"
"7","7*","06-Jan-22","29-Nov-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,10.4,83,83,"7.6",NA,NA,"7.6","SD632"
"8","8*","06-Jan-22","26-Nov-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,10.2,88,88,"11.6",NA,NA,"11.6","SD632"
"9","9","06-Jan-22","24-Nov-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.9,89,89,"12.4",NA,NA,"12.4","SD632"
"10","10","06-Jan-22","12-Nov-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.6,92,92,"14.9",NA,NA,"14.9","SD632"
"11","11","06-Jan-22","03-Nov-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.6,90,90,"13.3",NA,NA,"13.3","SD632"
"12","12*","06-Jan-22","01-Nov-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.6,86,86,"10.0",NA,NA,"10.0","SD632"
"13","13*","06-Jan-22","29-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.6,88,88,"11.6",NA,NA,"11.6","SD632"
"14","14","06-Jan-22","27-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.1,96,96,"18.1",NA,NA,"18.1","SD632"
"15","15","06-Jan-22","25-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,9.1,92,92,"14.9",NA,NA,"14.9","SD632"
"16","16","06-Jan-22","21-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,8.3,95,95,"17.3",NA,NA,"17.3","SD632"
"17","17","06-Jan-22","20-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,8.3,96,96,"18.1",NA,NA,"18.1","SD632"
"18","18*","06-Jan-22","16-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,7.4,88,88,"11.6",NA,NA,"11.6","SD632"
"19","19*","06-Jan-22","15-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,8.6,83,83,"7.6",NA,NA,"7.6","SD632"
"20","20","06-Jan-22","13-Oct-21","DLF GOLF   CTRY CLUB NEW - Blue",73.7,139,7.3,97,97,"18.9",NA,NA,"18.9","SD632"
