"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","21-Sep-22","16-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,9.8,89,89,"13.7T",NA,NA,"13.7T","SL051"
"2","2","07-Sep-22","03-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,9.8,91,91,"15.4",NA,NA,"15.4","SL051"
"3","3","19-May-22","05-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,9.8,89,89,"15.7",NA,NA,"15.7","SL051"
"4","4","03-Nov-21","29-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.8,94,94,"20.3T",NA,NA,"20.3T","SL051"
"5","5*","03-Nov-21","24-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,9.9,86,86,"12.9T",NA,NA,"12.9T","SL051"
"6","6*","16-Mar-21","11-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,10,86,86,"12.9",NA,NA,"12.9","SL051"
"7","7","12-Mar-21","04-Mar-21","LODHI COURSE MEN NEW - BLUE",72.1,122,10,88,88,"14.7",NA,NA,"14.7","SL051"
"8","8","04-Feb-20","22-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,10,99,99,"24.9",NA,NA,"24.9","SL051"
"9","9*","04-Feb-20","15-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,10.6,82,82,"9.2",NA,NA,"9.2","SL051"
"10","10*","12-Dec-19","05-Dec-19","LODHI COURSE MEN NEW - BLUE",72.1,122,10.6,85,85,"11.9",NA,NA,"11.9","SL051"
"11","11*","09-Apr-19","28-Mar-19","Delhi Golf Course Mens-12 - Blue",72.1,127,12.7,77,77,"4.4",NA,1,"3.4","SL051"
"12","12*","18-Mar-19","13-Mar-19","Delhi Golf Course Mens-12 - Blue",72.1,127,13.3,84,84,"10.6",NA,1,"9.6","SL051"
"13","13","23-Feb-19","19-Feb-19","Delhi Golf Course Mens-12 - Blue",72.1,127,13.3,90,90,"15.9",NA,1,"14.9","SL051"
"14","14*","22-Feb-19","13-Feb-19","Delhi Golf Course Mens-12 - Blue",72.1,127,13.7,83,83,"9.7",NA,1,"8.7","SL051"
"15","15*","04-Feb-19","16-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,15.6,80,80,"7.0",NA,2,"5.0","SL051"
"16","16","19-Dec-18","07-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,15.5,92,92,"17.7",NA,2,"15.7","SL051"
"17","17","03-Dec-18","30-Nov-18","Delhi Golf Course Mens-12 - Blue",72.1,127,15.4,90,90,"15.9",NA,2,"13.9","SL051"
"18","18*","29-Sep-18","26-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,15.9,88,88,"14.1",NA,2,"12.1","SL051"
"19","19","28-Sep-18","19-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,15.7,93,93,"18.6",NA,2,"16.6","SL051"
"20","20","08-Sep-18","05-Sep-18","Delhi Golf Course Mens-12 - Blue",72.1,127,15.7,92,92,"17.7",NA,2,"15.7","SL051"
