"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","01-Oct-22","29-Sep-22","LODHI COURSE MEN NEW - WHITE",71.4,129,13.7,86,86,12.8,NA,NA,12.8,"CPB162"
"2","2*","30-Sep-22","27-Sep-22","LODHI COURSE MEN NEW - WHITE",71.4,129,13.8,87,87,13.7,NA,NA,13.7,"CPB162"
"3","3*","30-Sep-22","22-Sep-22","LODHI COURSE MEN NEW - WHITE",71.4,129,13.9,87,87,13.7,NA,NA,13.7,"CPB162"
"4","4*","26-Sep-22","20-Sep-22","LODHI COURSE MEN NEW - WHITE",71.4,129,14,88,88,14.5,NA,NA,14.5,"CPB162"
"5","5","15-Sep-22","25-Aug-22","LODHI COURSE MEN NEW - WHITE",71.4,129,14,91,91,17.2,NA,NA,17.2,"CPB162"
"6","6*","31-Aug-22","23-Aug-22","LODHI COURSE MEN NEW - WHITE",71.4,129,14.1,85,85,11.9,NA,NA,11.9,"CPB162"
"7","7*","30-Aug-22","18-Aug-22","LODHI COURSE MEN NEW - WHITE",71.4,129,14.1,88,88,14.5,NA,NA,14.5,"CPB162"
"8","8*","17-Aug-22","11-Aug-22","LODHI COURSE MEN NEW - WHITE",71.4,129,14.3,85,85,11.9,NA,NA,11.9,"CPB162"
"9","9","13-Aug-22","09-Aug-22","LODHI COURSE MEN NEW - WHITE",71.4,129,14,88,88,14.5,NA,NA,14.5,"CPB162"
"10","10","09-Mar-22","01-Mar-22","LODHI COURSE MEN NEW - WHITE",70.6,122,14,88,88,16.1,NA,NA,16.1,"CPB162"
"11","11","26-Feb-22","24-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,14,88,88,16.1,NA,NA,16.1,"CPB162"
"12","12*","24-Feb-22","22-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,13.9,86,86,14.3,NA,NA,14.3,"CPB162"
"13","13","19-Feb-22","17-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,13.9,87,87,15.2,NA,NA,15.2,"CPB162"
"14","14*","16-Feb-22","15-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,13.8,86,86,14.3,NA,NA,14.3,"CPB162"
"15","15*","11-Feb-22","10-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,13.9,86,86,14.3,NA,NA,14.3,"CPB162"
"16","16","11-Feb-22","08-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,13.8,95,95,22.6,NA,NA,22.6,"CPB162"
"17","17","10-Feb-22","03-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,13.8,87,87,15.2,NA,NA,15.2,"CPB162"
"18","18","09-Feb-22","01-Feb-22","LODHI COURSE MEN NEW - WHITE",70.6,122,13.8,89,89,17,NA,NA,17,"CPB162"
"19","19","05-Jan-22","23-Dec-21","LODHI COURSE MEN NEW - WHITE",70.6,122,13.8,87,87,15.2,NA,NA,15.2,"CPB162"
"20","20","30-Dec-21","21-Dec-21","LODHI COURSE MEN NEW - WHITE",70.6,122,13.8,87,87,15.2,NA,NA,15.2,"CPB162"
