"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","09-Apr-19","04-Apr-19","Delhi Golf Course Mens-12 - Blue",72.1,127,12.5,83,83,9.7,NA,NA,9.7,"T180"
"2","2*","09-Apr-19","03-Apr-19","Delhi Golf Course Mens-12 - Blue",72.1,127,12.8,82,82,8.8,NA,NA,8.8,"T180"
"3","3*","31-May-17","30-May-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.8,86,86,12.4,NA,NA,12.4,"T180"
"4","4*","27-May-17","26-May-17","Delhi Golf Course Mens-12 - Blue",72.1,127,13.1,84,84,10.6,NA,NA,10.6,"T180"
"5","5","21-Mar-17","21-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.6,90,90,15.9,NA,NA,15.9,"T180"
"6","6","21-Mar-17","19-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.2,90,90,15.9,NA,NA,15.9,"T180"
"7","7","21-Mar-17","18-Mar-17","NOIDA COLF COURSE - BLUE",72.8,131,11.5,91,91,15.7,NA,NA,15.7,"T180"
"8","8","21-Mar-17","17-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,10.9,91,91,16.8,NA,NA,16.8,"T180"
"9","9*","28-Feb-17","28-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,10.5,89,89,14,NA,NA,14,"T180"
"10","10","28-Feb-17","26-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,9.8,91,91,15.7,NA,NA,15.7,"T180"
"11","11","25-Feb-17","22-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,9.8,90,90,14.8,NA,NA,14.8,"T180"
"12","12*","25-Feb-17","21-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,9.3,87,87,12.2,NA,NA,12.2,"T180"
"13","13*","25-Feb-17","19-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,8.9,89,89,14,NA,NA,14,"T180"
"14","14*","25-Feb-17","18-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,8.5,88,88,13.1,NA,NA,13.1,"T180"
"15","15*","25-Feb-17","17-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,8,88,88,13.1,NA,NA,13.1,"T180"
"16","16","25-Feb-17","15-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,7.6,89,89,14,NA,NA,14,"T180"
"17","17","28-Feb-17","14-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,7.6,90,90,14.8,NA,NA,14.8,"T180"
"18","18*","28-Feb-17","12-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,7.3,88,88,13.1,NA,NA,13.1,"T180"
"19","19","06-Feb-17","03-Feb-17","NOIDA COLF COURSE - BLUE",72.8,131,7.3,89,89,14,NA,NA,14,"T180"
"20","20","06-Feb-17","31-Jan-17","NOIDA COLF COURSE - BLUE",72.8,131,7,89,89,14,NA,NA,14,"T180"
