"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","16-Sep-22","13-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"25.6",98,98,21.3,NA,NA,21.3,"TC706S"
"2","2","08-Sep-22","06-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"N/A",103,103,25.6,NA,NA,25.6,"TC706S"
"3","3","31-Aug-22","30-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"N/A",105,105,27.3,NA,NA,27.3,"TC706S"
"4","4","30-Aug-22","18-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,"N/A",104,104,26.4,NA,NA,26.4,"TC706S"
"5","5","20-Jul-22","20-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",100,100,25.8,NA,NA,25.8,"TC706S"
"6","6","09-Feb-22","01-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",104,104,29.5,NA,NA,29.5,"TC706S"
