"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","26-Aug-17","20-Aug-17","Delhi Golf Course Mens-12 - Blue",72.1,127,4.7,84,84,"10.6",NA,NA,"10.6","N184"
"2","2","08-Apr-14","03-Apr-14","Delhi Golf Course Mens-12 - Blue",72.1,127,4.5,86,86,"12.4",NA,NA,"12.4","N184"
"3","3","08-Apr-14","02-Apr-14","Delhi Golf Course Mens-12 - Blue",72.1,127,4.2,87,86,"12.4",NA,NA,"12.4","N184"
"4","4","08-Apr-14","26-Mar-14","Delhi Golf Course Mens-12 - Blue",72.1,127,4.2,88,88,"14.1",NA,NA,"14.1","N184"
"5","5","19-Mar-09","19-Mar-09","Delhi  Golf Club  - Blue",72.1,127,4.2,81,81,"7.9T",NA,NA,"7.9T","N184"
"6","6*","19-Feb-08","15-Feb-08","Delhi  Golf Club  - Blue",72.1,127,4.3,77,77,"4.4",NA,NA,"4.4","N184"
"7","7*","23-Oct-07","29-Sep-07","Delhi  Golf Club  - Blue",72.1,127,4.3,79,79,"6.1",NA,NA,"6.1","N184"
"8","8*","26-Oct-07","25-Sep-07","Delhi  Golf Club  - Blue",72.1,127,4.3,79,79,"6.1",NA,NA,"6.1","N184"
"9","9*","21-Sep-07","20-Sep-07","Delhi  Golf Club  - Blue",72.1,127,4.6,75,75,"2.6",NA,NA,"2.6","N184"
"10","10","22-Feb-07","20-Feb-07","Delhi  Golf Club  - Blue",72.1,127,4.6,81,81,"7.9",NA,NA,"7.9","N184"
"11","11","22-Feb-07","13-Feb-07","Delhi  Golf Club  - Blue",72.1,127,4.6,82,82,"8.8",NA,NA,"8.8","N184"
"12","12","22-Feb-07","07-Feb-07","Delhi  Golf Club  - Blue",72.1,127,4.6,81,81,"7.9",NA,NA,"7.9","N184"
"13","13","07-Jul-06","21-Jun-06","Delhi  Golf Club  - Blue",72.1,127,4.6,81,81,"7.9",NA,NA,"7.9","N184"
"14","14*","07-Jul-06","17-Jun-06","Delhi  Golf Club  - Blue",72.1,127,4.6,78,78,"5.2",NA,NA,"5.2","N184"
"15","15*","07-Jul-06","28-May-06","Delhi  Golf Club  - Blue",72.1,127,4.6,80,80,"7.0",NA,NA,"7.0","N184"
"16","16*","27-Dec-05","29-Nov-05","Delhi  Golf Club  - Blue",72.1,127,4.6,78,78,"5.2",NA,NA,"5.2","N184"
"17","17*","01-Oct-05","17-Jul-05","Delhi  Golf Club  - Blue",72.1,127,4.9,76,76,"3.5",NA,NA,"3.5","N184"
"18","18","01-Oct-05","10-Jul-05","Delhi  Golf Club  - Blue",72.1,127,5,80,80,"7.0",NA,NA,"7.0","N184"
"19","19*","20-Jun-05","12-Jun-05","Delhi  Golf Club  - Blue",72.1,127,5,78,78,"5.2",NA,NA,"5.2","N184"
"20","20*","20-Jun-05","07-May-05","Delhi  Golf Club  - Blue",72.1,127,5.1,77,77,"4.4",NA,NA,"4.4","N184"
