"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","08-Jun-15","06-Jun-15","Delhi Golf Course Mens-12 - Black",73.5,130,9,89,89,"13.5",NA,NA,"13.5","P144"
"2","2*","09-May-15","09-May-15","Delhi Golf Course Mens-12 - Black",73.5,130,9.1,85,85,"10.0",NA,NA,"10.0","P144"
"3","3","20-Apr-15","18-Apr-15","Delhi Golf Course Mens-12 - Black",73.5,130,9.1,95,95,"18.7T",NA,NA,"18.7T","P144"
"4","4","02-Feb-15","01-Feb-15","Delhi Golf Course Mens-12 - Black",73.5,130,9.1,90,90,"14.3",NA,NA,"14.3","P144"
"5","5","24-Dec-14","21-Dec-14","Delhi Golf Course Mens-12 - Black",73.5,130,9.1,92,92,"16.1",NA,NA,"16.1","P144"
"6","6*","29-Jan-13","27-Jan-13","Delhi Golf Course Mens-12 - Black",73.5,130,9.6,82,82,"7.4",NA,NA,"7.4","P144"
"7","7*","20-Jan-13","20-Jan-13","Delhi Golf Course Mens-12 - Black",73.5,130,9.9,85,85,"10.0",NA,NA,"10.0","P144"
"8","8","01-Dec-12","01-Dec-12","Delhi Golf Course Mens-12 - Black",73.5,130,9.2,95,95,"18.7T",NA,NA,"18.7T","P144"
"9","9","15-Nov-10","13-Nov-10","Delhi Golf Course Mens-12 - Blue",72.1,127,9.2,96,96,"21.3",NA,NA,"21.3","P144"
"10","10","17-Aug-10","14-Aug-10","Delhi Golf Course Mens-12 - Blue",72.1,127,9.2,87,87,"13.3",NA,NA,"13.3","P144"
"11","11*","17-Aug-10","10-Aug-10","Delhi Golf Course Mens-12 - Black",73.5,130,9.3,83,83,"8.3",NA,NA,"8.3","P144"
"12","12","07-Aug-10","07-Aug-10","Delhi Golf Course Mens-12 - Blue",72.1,127,9,87,87,"13.3T",NA,NA,"13.3T","P144"
"13","13","23-Aug-10","04-Aug-10","Delhi Golf Course Mens-12 - Blue",72.1,127,8.6,90,90,"15.9",NA,NA,"15.9","P144"
"14","14*","16-Aug-10","01-Aug-10","Delhi Golf Course Mens-12 - Blue",72.1,127,8.9,80,80,"7.0",NA,NA,"7.0","P144"
"15","15*","28-Jul-10","18-Jul-10","Delhi Golf Course Mens-12 - Blue",72.1,127,9.5,81,81,"7.9",NA,NA,"7.9","P144"
"16","16*","23-Aug-10","20-Jun-10","Delhi Golf Course Mens-12 - Blue",72.1,127,9.1,85,85,"11.5",NA,NA,"11.5","P144"
"17","17*","30-Apr-10","25-Apr-10","Delhi Golf Course Mens-12 - Black",73.5,130,9.8,83,83,"8.3",NA,NA,"8.3","P144"
"18","18","30-Apr-10","24-Apr-10","Delhi Golf Course Mens-12 - Black",73.5,130,9.3,87,87,"11.7",NA,NA,"11.7","P144"
"19","19*","22-Apr-10","17-Apr-10","Delhi Golf Course Mens-12 - Blue",72.1,127,9.7,84,84,"10.6",NA,NA,"10.6","P144"
"20","20*","30-Apr-10","11-Apr-10","Delhi Golf Course Mens-12 - Black",73.5,130,10,84,84,"9.1",NA,NA,"9.1","P144"
