"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","14-May-20","13-Mar-20","LODHI COURSE MEN NEW - BLUE",72.1,122,12.5,93,93,"19.4",NA,NA,"19.4","B361"
"2","2","20-Mar-20","11-Mar-20","LODHI COURSE MEN NEW - BLUE",72.1,122,12.5,96,94,"20.3",NA,NA,"20.3","B361"
"3","3","28-Feb-20","27-Feb-20","LODHI COURSE MEN NEW - BLUE",72.1,122,12.5,88,88,"14.7",NA,NA,"14.7","B361"
"4","4","05-Feb-20","23-Jan-20","LODHI COURSE MEN NEW - BLUE",72.1,122,12.5,91,91,"17.5",NA,NA,"17.5","B361"
"5","5*","28-Dec-19","26-Dec-19","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,85,85,"11.9",NA,NA,"11.9","B361"
"6","6","21-Dec-19","18-Dec-19","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,92,92,"18.4",NA,NA,"18.4","B361"
"7","7","12-Dec-19","04-Dec-19","LODHI COURSE MEN NEW - BLUE",72.1,122,12.4,91,91,"17.5",NA,NA,"17.5","B361"
"8","8","20-Feb-19","06-Feb-19","Delhi Golf Course Mens-12 - Blue",72.1,127,12.4,88,88,"14.1",NA,NA,"14.1","B361"
"9","9","28-Dec-18","14-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,12.4,123,104,"28.4T",NA,NA,"28.4T","B361"
"10","10*","06-May-18","04-May-18","Delhi Golf Course Mens-12 - Blue",72.1,127,12.6,86,86,"12.4",NA,NA,"12.4","B361"
"11","11*","08-Apr-17","07-Apr-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.7,87,87,"13.3",NA,NA,"13.3","B361"
"12","12*","06-Mar-17","01-Mar-17","Delhi Golf Course Mens-12 - Blue",72.1,127,12.8,87,87,"13.3",NA,NA,"13.3","B361"
"13","13*","29-Oct-16","29-Oct-16","Delhi Golf Course Mens-12 - Blue",72.1,127,12.6,85,85,"11.5",NA,NA,"11.5","B361"
"14","14","15-Oct-16","13-Oct-16","Delhi Golf Course Mens-12 - Blue",72.1,127,12.6,91,91,"16.8",NA,NA,"16.8","B361"
"15","15","07-Feb-14","07-Feb-14","Delhi Golf Course Mens-12 - Blue",72.1,127,12.6,96,95,"20.4",NA,NA,"20.4","B361"
"16","16*","14-Aug-13","14-Aug-13","Delhi Golf Course Mens-12 - Blue",72.1,127,12.9,86,86,"12.4",NA,NA,"12.4","B361"
"17","17*","01-May-13","01-May-13","Delhi Golf Course Mens-12 - Blue",72.1,127,12.9,87,87,"13.3",NA,NA,"13.3","B361"
"18","18*","30-Jan-13","30-Jan-13","Delhi Golf Course Mens-12 - Blue",72.1,127,13,86,86,"12.4",NA,NA,"12.4","B361"
"19","19*","27-Dec-12","26-Dec-12","Delhi Golf Course Mens-12 - Blue",72.1,127,13.4,85,85,"11.5",NA,NA,"11.5","B361"
"20","20*","03-Nov-12","02-Nov-12","Delhi Golf Course Mens-12 - Blue",72.1,127,13.5,87,87,"13.3",NA,NA,"13.3","B361"
