"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","30-Sep-06","28-Sep-06","Delhi  Golf Club  - Blue",72.1,127,"17.2",92,92,17.7,NA,NA,17.7,"G224"
"2","2","28-Aug-06","27-Aug-06","Delhi  Golf Club  - Blue",72.1,127,"17.2",99,99,23.9,NA,NA,23.9,"G224"
"3","3","08-May-06","04-May-06","Delhi  Golf Club  - Blue",72.1,127,"16.8",97,97,22.2,NA,NA,22.2,"G224"
"4","4","26-Apr-06","26-Apr-06","Delhi  Golf Club  - Blue",72.1,127,"16.8",98,98,23,NA,NA,23,"G224"
"5","5*","26-Apr-06","06-Apr-06","Delhi  Golf Club  - Blue",72.1,127,"16.3",93,93,18.6,NA,NA,18.6,"G224"
"6","6*","31-Mar-06","31-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"16.3",92,92,17.7,NA,NA,17.7,"G224"
"7","7","31-Mar-06","31-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"15.9",93,93,18.6,NA,NA,18.6,"G224"
"8","8*","12-Apr-06","30-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"15.9",91,91,16.8,NA,NA,16.8,"G224"
"9","9","30-Mar-06","18-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",102,102,26.6,NA,NA,26.6,"G224"
"10","10","30-Mar-06","16-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",100,100,24.8,NA,NA,24.8,"G224"
"11","11*","23-Mar-06","01-Mar-06","Delhi  Golf Club  - Blue",72.1,127,"N/A",90,90,15.9,NA,NA,15.9,"G224"
"12","12","25-Feb-06","25-Feb-06","Delhi Golf Club - White",70.6,123,"N/A",98,98,25.2,NA,NA,25.2,"G224"
"13","13","27-Aug-04","27-Aug-04","Delhi Golf Club - White",70.6,123,"N/A",100,100,27,NA,NA,27,"G224"
