"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","23-Sep-22","18-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13,86,86,"11.1",NA,NA,"11.1","R201"
"2","2*","23-Sep-22","17-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.1,88,88,"12.8",NA,NA,"12.8","R201"
"3","3*","15-Sep-22","11-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.1,89,89,"13.7T",NA,NA,"13.7T","R201"
"4","4*","07-Sep-22","04-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,89,89,"13.7",NA,NA,"13.7","R201"
"5","5*","07-Sep-22","02-Sep-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.5,87,87,"12.0",NA,NA,"12.0","R201"
"6","6*","31-Aug-22","30-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,89,89,"13.7",NA,NA,"13.7","R201"
"7","7","01-Sep-22","28-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.2,104,96,"19.6T",NA,NA,"19.6T","R201"
"8","8*","01-Sep-22","27-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.5,86,86,"11.1",NA,NA,"11.1","R201"
"9","9*","31-Aug-22","25-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.6,88,88,"12.8",NA,NA,"12.8","R201"
"10","10*","31-Aug-22","24-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,13.8,89,89,"13.7",NA,NA,"13.7","R201"
"11","11","13-Aug-22","09-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,14,89,89,"13.7",NA,NA,"13.7","R201"
"12","12","12-Aug-22","07-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.9,91,91,"17.5",NA,NA,"17.5","R201"
"13","13","11-Aug-22","04-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.9,87,87,"13.8",NA,NA,"13.8","R201"
"14","14","28-Jul-22","26-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.8,89,89,"15.7",NA,NA,"15.7","R201"
"15","15","26-Jul-22","24-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.8,89,89,"15.7T",NA,NA,"15.7T","R201"
"16","16","19-Jul-22","16-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.4,96,96,"22.1",NA,NA,"22.1","R201"
"17","17*","19-Jul-22","13-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,86,86,"12.9",NA,NA,"12.9","R201"
"18","18","16-Jul-22","09-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.5,91,91,"17.5",NA,NA,"17.5","R201"
"19","19","15-Jul-22","06-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,89,89,"15.7",NA,NA,"15.7","R201"
"20","20","14-Jul-22","03-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,13.3,90,90,"16.6",NA,NA,"16.6","R201"
