"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1","31-May-22","28-May-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"12.9",136,116,"40.7T",NA,NA,"40.7T","TC560"
"2","2","22-Apr-22","16-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,"12.9",108,100,"25.8T",NA,NA,"25.8T","TC560"
"3","3*","03-Oct-21","26-Sep-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"11.9",89,89,"15.7T",NA,NA,"15.7T","TC560"
"4","4","10-Mar-21","28-Feb-21","LODHI COURSE MEN NEW - BLUE",72.1,122,"11.9",91,91,"17.5T",NA,NA,"17.5T","TC560"
"5","5","27-Nov-20","22-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.7",94,94,"20.3T",NA,NA,"20.3T","TC560"
"6","6","09-Nov-20","01-Nov-20","LODHI COURSE MEN NEW - BLUE",72.1,122,"9.7",92,92,"18.4T",NA,NA,"18.4T","TC560"
"7","7","02-Dec-19","30-Nov-19","LODHI COURSE MEN NEW - BLUE",72.1,122,"N/A",98,98,"24.0T",NA,NA,"24.0T","TC560"
"8","8*","19-Jan-19","19-Jan-19","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",89,89,"15.0T",NA,NA,"15.0T","TC560"
"9","9*","28-Dec-18","15-Dec-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",88,88,"14.1T",NA,NA,"14.1T","TC560"
"10","10*","26-Aug-18","26-Aug-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",83,83,"9.7",NA,NA,"9.7","TC560"
"11","11","13-Apr-18","07-Apr-18","Delhi Golf Course Mens-12 - Blue",72.1,127,"N/A",94,94,"19.5T",NA,NA,"19.5T","TC560"
