"","rnd","entered","played","course_tee","rating","slope","index","gross","adj","diff","m_adj","esr","n_diff","ID"
"1","1*","01-Sep-22","27-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,0.8,75,75,"1.8",NA,NA,"1.8","V148"
"2","2*","30-Aug-22","20-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,0.8,73,73,"0.1",NA,NA,"0.1","V148"
"3","3*","13-Aug-22","11-Aug-22","LODHI COURSE MEN NEW - BLUE",72.9,133,1.2,72,72,"-0.8",NA,NA,"-0.8","V148"
"4","4*","12-Aug-22","06-Aug-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,72,72,"-0.1",NA,NA,"-0.1","V148"
"5","5*","13-Jul-22","02-Jul-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,75,75,"2.7",NA,NA,"2.7","V148"
"6","6","30-Jun-22","25-Jun-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.2,79,79,"6.4T",NA,NA,"6.4T","V148"
"7","7*","13-Apr-22","09-Apr-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.2,75,75,"2.7",NA,NA,"2.7","V148"
"8","8*","02-Apr-22","28-Mar-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,71,71,"-1.0T",NA,NA,"-1.0T","V148"
"9","9","19-Feb-22","12-Feb-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,78,78,"5.5",NA,NA,"5.5","V148"
"10","10","17-Jan-22","07-Jan-22","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,81,81,"8.2",NA,NA,"8.2","V148"
"11","11","03-Nov-21","29-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,79,79,"6.4T",NA,NA,"6.4T","V148"
"12","12","03-Nov-21","24-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.2,78,78,"5.5T",NA,NA,"5.5T","V148"
"13","13","02-Nov-21","22-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.2,83,83,"10.1T",NA,NA,"10.1T","V148"
"14","14*","03-Nov-21","17-Oct-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.2,75,75,"2.7T",NA,NA,"2.7T","V148"
"15","15*","30-Aug-21","26-Aug-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,73,73,"0.8",NA,NA,"0.8","V148"
"16","16","03-Aug-21","31-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,79,79,"6.4",NA,NA,"6.4","V148"
"17","17","29-Jul-21","24-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,77,77,"4.5T",NA,NA,"4.5T","V148"
"18","18","20-Jul-21","17-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,79,79,"6.4",NA,NA,"6.4","V148"
"19","19","11-Jul-21","10-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.4,75,75,"2.7",NA,NA,"2.7","V148"
"20","20*","05-Jul-21","03-Jul-21","LODHI COURSE MEN NEW - BLUE",72.1,122,1.6,73,73,"0.8",NA,NA,"0.8","V148"
